titleKey,title,year,type,status,traktId,imdbId,tmdbId,myRating,ratedAt,plays,lastWatchedAt,airedEpisodes,completionStatus,favorite,watchlistedAt,citedBy,genres,overview,keywords,originalLanguage,tmdbVoteAverage,tmdbVoteCount,tmdbPopularity,similarToIds,recommendedIds,similarToTitles,topCast,releaseDate,runtime,creator,belongsToCollection,tmdbStatus,numberOfSeasons,numberOfEpisodes,tmdbFetchedAt,rottenTomatoes,metacritic,omdbImdbRating,omdbImdbVotes,oscarWins,oscarNominations,emmyWins,emmyNominations,totalAwardWins,totalAwardNominations,awardsRaw,omdbFetchedAt,excludedFromRecommendations,exclusionReasonCode,exclusionReasonLabel,predictedScore,confidenceScore,popularityScore,audienceScoreComputed,awardsScoreComputed,reason
show:248830,Stick,2025,show,Watched,230595,tt31710249,248830,8,2026-08-13T13:32:31.000Z,10,2025-07-23T01:35:00.000Z,10,caught-up,false,,,Comedy; Drama,"Pryce Cahill was headed for golf greatness when an on-course meltdown derailed his career. Now struggling to stay afloat, he goes all in to mentor Santi—a teenage phenom with immense potential—and maybe save himself.",golf; road trip; ex-husband ex-wife relationship; mentor protégé relationship; amateur sports; mentoring; teenager; rv; motorhome; new start; golf tournament; golf pro; phenom,en,7.2,117,19.5327,206437; 275277; 92762; 92782; 125383; 93483; 60652; 207841; 2181; 123557; 205308; 58318; 91275; 273853; 237982; 206191; 274265; 274302; 61604; 94879,1100; 195670; 254420; 2506; 126660; 89611; 1950; 94686; 2181; 124010; 1849; 1803; 1791; 279471; 1530; 47813; 51425; 81499; 4454; 4241,Fakes; Unbelievable; How I Met Your Mother; Elle; Professor T,Owen Wilson; Peter Dager; Lilli Kay; Mariana Treviño; Marc Maron,2025-06-03,,Jason Keller,,Returning Series,2,20,2026-08-21,,62,7.2,18172,0,0,0,0,0,0,N/A,2026-08-21,false,,,39,85,46,62,0,You've loved 1 title with Owen Wilson before.
movie:277216,Straight Outta Compton,2015,movie,Watched,174900,tt1398426,277216,8,2015-08-14T00:00:00.000Z,1,2015-08-14T00:00:00.000Z,,,false,,,Drama; Music; History,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",drug dealer; police brutality; husband wife relationship; rap music; hip-hop; sibling relationship; aids; parent child relationship; gangster; rapper; ghetto; nightclub; assault; freedom of speech; protest,en,7.773,4259,8.9354,260068; 260081; 622161; 1384576; 1005017; 1384914; 379309; 379441; 379523; 1312187; 397362; 397367; 396940; 396678; 396996; 397128; 943121; 396715; 396774; 765019,873; 10060; 10476; 14410; 799766; 65; 407448; 239566; 21344; 1028196; 9040; 760329; 603519; 850165; 615115; 402529; 556984; 15697; 14729; 12271,Better Man; The Smashing Machine; The Iron Claw; The Trial of the Chicago 7,O'Shea Jackson Jr.; Corey Hawkins; Jason Mitchell; Neil Brown Jr.; Aldis Hodge,2015-08-11,147,F. Gary Gray,,,,,2026-08-21,89,72,7.8,232617,0,1,0,0,28,40,Nominated for 1 Oscar. 28 wins & 40 nominations total,2026-08-21,false,,,50,95,81,81,100,Fits your taste for Drama / Music.
show:66732,Stranger Things,2016,show,Watched,104439,tt4574334,66732,9,2025-12-31T00:00:00.000Z,42,1970-01-01T00:00:00.000Z,42,caught-up,false,,,Action & Adventure; Mystery; Sci-Fi & Fantasy,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.","monster; small town; indiana, usa; experiment; halloween; friendship; supernatural; coming of age; parallel world; super power; government conspiracy; teen drama; 1980s; supernatural horror; teen horror",en,8.554,21691,120.3814,208883; 2925; 95341; 95346; 277453; 95269; 127635; 306086; 127758; 306129; 95041; 95049; 95057; 62301; 95186; 95203; 95210; 2847; 2640; 127828,124364; 10545; 19614; 86423; 68315; 229711; 281666; 231003; 247721; 63210; 1705; 65820; 1402; 79240; 77459; 47640; 64230; 203555; 424; 65988,The Investigator; Shantaram; Hatena Illusion; The Stranded; Superman & Lois,Winona Ryder; David Harbour; Millie Bobby Brown; Finn Wolfhard; Gaten Matarazzo,2016-07-15,,Ross Duffer,,Ended,5,42,2026-08-21,,74,8.6,1691532,0,0,12,0,122,335,Won 12 Primetime Emmys. 122 wins & 335 nominations total,2026-08-21,false,,,70,100,97,74,100,You've loved 1 title from creator Ross Duffer before.
show:76331,Succession,2018,show,Watched,125479,tt7660850,76331,9,2023-05-28T00:00:00.000Z,39,1970-01-01T00:00:00.000Z,39,caught-up,false,,,Drama; Comedy,Follow the lives of the Roy family as they contemplate their future once their aging father begins to step back from the media and entertainment conglomerate they control.,new york city; sibling relationship; media tycoon; businessman; patriarch; family business ; dysfunctional family; wealth; sibling; succession; white collar criminal; failed marriage; baffled; commanding; media empire,en,8.303,1733,44.3153,277405; 2933; 277439; 277445; 95170; 241384; 2961; 3018; 62810; 62852; 63039; 62999; 95681; 63048; 128098; 128184; 95845; 3200; 3253; 3357,34307; 249039; 1906; 85519; 1274; 2933; 82782; 61986; 90399; 2691; 154385; 65454; 63314; 219788; 257994; 64043; 241609; 1398; 226346; 225634,The Riches; Cape Fear; Power: Origins; Billions; Even Stevens,Jeremy Strong; Kieran Culkin; Sarah Snook; Brian Cox; Matthew Macfadyen,2018-06-03,,Jesse Armstrong,,Ended,4,39,2026-08-21,,86,8.8,346930,0,0,19,0,141,265,Won 19 Primetime Emmys. 141 wins & 265 nominations total,2026-08-21,false,,,100,95,72,86,100,You've loved 1 title from creator Jesse Armstrong before.
show:203744,Sugar,2024,show,Watched,196180,tt16418808,203744,7,2024-05-03T00:00:00.000Z,14,1970-01-01T00:00:00.000Z,16,in-progress,false,,,Drama; Mystery,"John Sugar is a dashing private eye navigating the dark corners of sunny LA. Though he sees only the good in humanity, Sugar is haunted by a secret too dangerous to expose.","los angeles, california; private detective; missing person; neo-noir; thriller",en,7.145,363,40.0429,2179; 2279; 2332; 2302; 240151; 276389; 61307; 2142; 2234; 61537; 61555; 126520; 94028; 61299; 61406; 94413; 276671; 61859; 61863; 30948,85853; 72748; 60585; 220102; 256317; 259731; 213306; 96450; 246461; 240740; 256711; 239826; 147050; 130464; 1423; 400; 250504; 126; 80054; 244243,"Quincy, M.E.; Relativity; L.A. Heat; Huff; Fastlane",Colin Farrell; Jin Ha; Tony Dalton; Raymond Lee; Laura Donnelly,2024-04-04,,Mark Protosevich,,Returning Series,2,16,2026-08-21,,69,7.4,45169,0,0,0,1,1,10,Nominated for 1 Primetime Emmy. 1 win & 10 nominations total,2026-08-21,false,,,57,90,57,69,20,You've loved 2 titles with Colin Farrell before.
show:37680,Suits,2011,show,Watched,37522,tt1632701,37680,4,2026-07-29T00:23:24.000Z,134,2019-09-26T01:47:00.000Z,134,caught-up,false,,,Drama,"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",lawyer; impostor; law firm; photographic memory; paralegal; corporate law; courtroom drama,en,8.221,5864,106.2181,2933; 127814; 31325; 62780; 62802; 3110; 62871; 62873; 63096; 63101; 3050; 62896; 62897; 31533; 63188; 3277; 3284; 3222; 150; 123378,116799; 205272; 67384; 1365; 3222; 259453; 226174; 32940; 67119; 549; 4920; 60059; 256711; 202555; 4040; 732; 69158; 278624; 85853; 156933,The Riches; The Practice; The Lincoln Lawyer; Goliath; Eli Stone,Gabriel Macht; Rick Hoffman; Sarah Rafferty; Amanda Schull; Dulé Hill,2011-06-23,42,Aaron Korsh,,Ended,9,134,2026-08-21,,65,8.4,544130,0,0,0,0,1,9,1 win & 9 nominations total,2026-08-21,false,,,78,100,84,65,11,"Similar to The Lincoln Lawyer and Goliath, which you loved."
movie:363676,Sully,2016,movie,Watched,241110,tt3263904,363676,7,2016-09-09T00:00:00.000Z,1,2016-09-09T00:00:00.000Z,,,false,,,Drama; History,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",rescue; new york city; airplane; investigation; pilot; based on true story; emergency landing; flight; aviation; airplane accident; based on memoir or autobiography; bird attack; hudson river; duringcreditsstinger; powerful,en,7.204,7817,9.3415,1079810; 1627835; 315837; 510298; 510495; 73823; 510558; 510559; 876797; 74049; 318846; 73448; 73575; 73416; 73524; 73772; 876671; 73951; 1253773; 1084514,17599; 878375; 2133; 292011; 9549; 2567; 433627; 38432; 267192; 31690; 25566; 1852; 62441; 9433; 13537; 649394; 653851; 314365; 17761; 300673,Ghost in the Shell; Time to Spare; The Big Short; The Aviator; Spotlight,Tom Hanks; Aaron Eckhart; Anna Gunn; Holt McCallany; Mike O'Malley,2016-09-07,96,Clint Eastwood,,,,,2026-08-21,85,74,7.4,320206,0,1,0,0,14,36,Nominated for 1 Oscar. 14 wins & 36 nominations total,2026-08-21,false,,,90,100,87,80,79,You've loved 1 title with Anna Gunn before.
movie:8363,Superbad,2007,movie,Watched,4151,tt0829482,8363,10,2026-08-21T14:13:15.000Z,1,2007-08-17T00:00:00.000Z,,,true,,,Comedy,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,"high school; police; alcohol; chaos; nerd; coming of age; school; los angeles, california; drugs; buddy; one night; fake id; serene",en,7.27,8285,17.1601,442; 522; 525; 546; 695; 789; 621; 680; 442480; 1564098; 261525; 261473; 620; 442266; 261647; 622171; 71; 90; 96; 5,64688; 505600; 107811; 1008953; 325133; 57214; 16094; 9430; 193893; 104859; 295699; 9611; 9618; 877817; 490005; 11635; 290250; 187017; 8386; 1493859,Popular Music; Ed Wood; The Blues Brothers; Transamerica; Short Cuts,Jonah Hill; Michael Cera; Christopher Mintz-Plasse; Bill Hader; Seth Rogen,2007-08-17,113,Greg Mottola,,,,,2026-08-21,88,76,7.6,687483,0,0,0,0,11,24,11 wins & 24 nominations total,2026-08-21,false,,,80,100,88,82,46,You've loved 1 title from director Greg Mottola before.
movie:817758,TÁR,2022,movie,Watched,651114,tt14444726,817758,7,2022-10-07T00:00:00.000Z,1,2022-10-07T00:00:00.000Z,,,false,,,Music; Drama,"As celebrated conductor Lydia Tár starts rehearsals for a career-defining symphony, the consequences of her past choices begin to echo in the present.","infidelity; new york city; berlin, germany; composer; musician; classical music; conductor; orchestra; philippines; lgbt; character study; adopted child; concert pianist; fictional biography; angry",en,7.089,1579,6.9808,2288; 2291; 2313; 263259; 2370; 2371; 625430; 444458; 444483; 1008048; 2759; 2768; 263585; 2846; 2887; 2898; 1194786; 1194839; 813735; 813723,537116; 17332; 1038263; 939; 279; 1230368; 454652; 1816; 25566; 206284; 13537; 32274; 837881; 661539; 20967; 34760; 4960; 630566; 1125; 46992,Jacob's Ladder; Prime; Topaz; As Good as It Gets; A Complete Unknown,Cate Blanchett; Nina Hoss; Noémie Merlant; Sophie Kauer; Julian Glover,2022-10-07,158,Todd Field,,,,,2026-08-21,,93,7.4,109361,0,6,0,0,79,271,Nominated for 6 Oscars. 79 wins & 271 nominations total,2026-08-21,false,,,54,95,71,93,100,Fits your taste for Music / Drama.
show:228305,Task,2025,show,Watched,206561,tt28013708,228305,9,2026-07-29T00:13:57.000Z,7,1970-01-01T00:00:00.000Z,7,caught-up,false,,,Crime; Drama,"In the working-class suburbs of Philadelphia, an FBI agent heads a task force assembled to put an end to a string of violent robberies led by an unsuspecting family man.","philadelphia, pennsylvania; robbery; drug dealer; suburb; home invasion; task force; alcoholic; fbi agent; biker gang; violence; suspenseful; intense; powerful",en,6.966,363,22.517,890; 1042; 273939; 303633; 58769; 124364; 1095; 238084; 237982; 1104; 92006; 274555; 1424; 1426; 1448; 1401; 1405; 274776; 1438; 59312,209876; 287238; 247718; 125949; 4057; 218351; 87773; 106158; 244628; 88055; 41727; 80748; 2171; 1908; 1486; 4040; 119845; 54650; 256317; 97890,Neon Genesis Evangelion; Revolutionary Girl Utena; FROM; Ghost in the Shell: Stand Alone Complex; Mad Men,Mark Ruffalo; Tom Pelphrey; Emilia Jones; Fabien Frankel; Thuso Mbedu,2025-09-07,,Brad Ingelsby,,Returning Series,2,7,2026-08-21,,77,7.9,71672,0,0,0,0,4,13,Nominated for 1 BAFTA Award. 4 wins & 13 nominations total,2026-08-21,false,,,92,90,57,77,21,You've loved 1 title from creator Brad Ingelsby before.
show:97546,Ted Lasso,2020,show,Watched,162639,tt10986410,97546,9,2023-05-31T00:00:00.000Z,34,1970-01-01T00:00:00.000Z,37,in-progress,false,,,Drama; Comedy,"Ted Lasso, an American football coach, moves to England when he's hired to manage a soccer team—despite having no experience. With cynical players and a doubtful town, will he get them to see the Ted Lasso Way?",england; male friendship; friendship; fish out of water; football (soccer); american abroad; teammate; professional sports; football (soccer) team; workplace comedy; team owner; football (soccer) coach; reflective; optimist; coaching,en,8.359,2570,179.4465,211936; 211720; 131193; 35254; 211731; 97173; 97186; 64684; 64688; 64699; 7610; 7698; 7798; 7777; 310289; 35415; 35473; 281762; 310429; 131028,62704; 31497; 211; 244623; 92621; 4598; 243316; 112211; 199001; 219788; 216795; 380; 62117; 100883; 33301; 158756; 1320; 815; 126506; 70964,And Then There Were None; Ballers; The League; The Game; Running Point,Jason Sudeikis; Hannah Waddingham; Jeremy Swift; Brett Goldstein; Brendan Hunt,2020-08-14,,Jason Sudeikis,,Returning Series,4,44,2026-08-21,,74,8.7,448773,0,0,13,0,73,213,Won 13 Primetime Emmys. 73 wins & 213 nominations total,2026-08-21,false,,,74,95,76,74,100,You've loved 1 title from creator Jason Sudeikis before.
show:130464,Tell Me Lies,2022,show,Watched,170694,tt13018148,130464,7,2025-05-21T00:00:00.000Z,26,1970-01-01T00:00:00.000Z,26,caught-up,false,,,Drama; Mystery,"When Lucy Albright and Stephen DeMarco meet at college, they are at that formative age when seemingly mundane choices lead the way to irrevocable consequences. They quickly fall into an addictive entanglement that will permanently alter not only their lives, but the lives of everyone around them.",based on novel or book,en,7.6,245,15.8634,208883; 2928; 95341; 95344; 241372; 208921; 208923; 277439; 241275; 241290; 95279; 127651; 127865; 127875; 306201; 306207; 62458; 240975; 241065; 305817,256711; 155534; 125816; 253376; 80213; 241372; 147050; 157372; 233256; 95839; 246461; 108181; 223599; 284605; 273240; 129612; 244244; 31917; 156473; 210787,The Investigator; Shantaram; When One Day I Will Sleep; 56 Days; Rivals,Grace Van Patten; Jackson White; Catherine Missal; Alicia Crowder; Sonia Mena,2022-09-07,,Meaghan Oppenheimer,,Ended,3,26,2026-08-21,,71,7.1,17771,0,0,0,0,0,0,2 wins total,2026-08-21,false,,,53,90,53,71,0,Titles you loved list this as similar or recommended (5 times).
movie:577922,Tenet,2020,movie,Watched,427989,tt6723592,577922,10,2020-09-03T00:00:00.000Z,1,2020-09-03T00:00:00.000Z,,,false,,,Action; Thriller; Science Fiction,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.","assassin; espionage; spy; time travel; mumbai (bombay), india; arms dealer; terrorism; terrorist attack; nuclear weapons; terrorist plot; backwards; alternate timeline; oslo, norway; time paradox; kyiv (kiev), ukraine",en,7.172,11399,18.1972,540; 574; 582; 682; 691; 612; 699; 707; 708; 714; 787; 811592; 657; 660; 662; 633; 681; 623521; 1006228; 646,56292; 137094; 7551; 45612; 10003; 2503; 2502; 2501; 667; 4614; 1087891; 31604; 1738; 8195; 97020; 1023915; 49040; 11623; 10559; 860,The Man Who Knew Too Much; The Lives of Others; The Man with the Golden Gun; Munich; One Shot,John David Washington; Robert Pattinson; Elizabeth Debicki; Kenneth Branagh; Dimple Kapadia,2020-08-22,150,Christopher Nolan,,,,,2026-08-21,70,69,7.3,698944,1,0,0,0,49,135,Won 1 Oscar. 49 wins & 135 nominations total,2026-08-21,false,,,70,100,91,70,100,You've loved 2 titles from director Christopher Nolan before.
movie:302946,The Accountant,2016,movie,Watched,203309,tt2140479,302946,9,2016-10-14T00:00:00.000Z,1,2016-10-14T00:00:00.000Z,,,false,,,Crime; Thriller; Drama,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",prison; sniper; assassin; autism; military service; money; treasury department; sniper rifle; gunfight; loner; hand to hand combat; numbers; accountant; math genius; brother brother relationship,en,7.138,7516,13.0429,49207; 49213; 49618; 49342; 49759; 1057190; 487249; 46934; 46957; 47250; 484742; 665042; 47095; 296752; 484506; 46770; 49769; 49940; 1233413; 49981,186; 870028; 619278; 9705; 1263012; 818397; 74998; 8838; 1227816; 247; 11826; 526007; 2026; 68727; 249070; 30025; 848123; 11412; 938150; 1530875,Stoner's Night Out; Stegman Is Dead; Intimate Confessions of a Chinese Courtesan; Sinners; Goodbye Lover,Ben Affleck; Anna Kendrick; J.K. Simmons; Jon Bernthal; Jeffrey Tambor,2016-10-13,128,Gavin O'Connor,The Accountant Collection,,,,2026-08-21,53,51,7.3,392294,0,0,0,0,3,5,3 wins & 5 nominations total,2026-08-21,false,,,66,100,87,52,11,You loved The Accountant — this is another entry in the same The Accountant franchise.
show:106454,The Afterparty,2022,show,Watched,163677,tt12614214,106454,4,2026-08-13T13:32:12.000Z,18,2023-09-06T01:31:00.000Z,18,caught-up,false,,,Mystery; Comedy; Crime,Nothing is as it seems in this hilarious murder mystery where each suspect's story is told through a different film genre.,murder mystery,en,7.121,232,11.4811,62753; 63023; 95832; 241548; 136; 91997; 790; 238193; 59134; 59312; 895; 274479; 207389; 93705; 1920; 61056; 61431; 61465; 61511; 2366,155594; 69470; 107113; 111838; 202224; 194728; 242054; 1270; 67773; 291506; 69659; 73552; 256317; 155243; 45482; 67960; 95888; 62046; 113966; 225780,The Bletchley Circle; Murder Most Horrid; Lynley; Father Brown; Santa Clarita Diet,Tiffany Haddish; Sam Richardson; Zoë Chao; John Cho; Paul Walter Hauser,2022-01-28,,Christopher Miller,,Canceled,2,18,2026-08-21,,73,7.3,24598,0,0,0,0,1,11,1 win & 11 nominations total,2026-08-21,false,,,37,90,53,73,13,Fits your taste for Mystery / Comedy.
show:219971,The Agency,2024,show,Watched,202341,tt26656917,219971,10,2026-07-29T00:14:11.000Z,20,1970-01-01T00:00:00.000Z,20,caught-up,true,,,Drama; Mystery,"Covert CIA agent Martian is ordered to abandon his undercover life and return to London Station. When the love he left behind unexpectedly reappears, their romance reignites, pitting his career, his real identity and his mission against his heart while hurling them both into a deadly game of international intrigue and espionage.","london, england; spy; undercover agent; remake; political thriller; grim; spy thriller; spycraft; foreboding; cia agent",en,7.192,273,38.8842,61498; 2134; 2142; 61448; 61546; 208120; 126660; 61405; 208076; 61567; 61580; 61703; 61815; 61752; 61831; 61859; 126919; 61915; 94796; 30892,114922; 95480; 93166; 225385; 113962; 129552; 61859; 156819; 71146; 233629; 207334; 157080; 60855; 72748; 256317; 96450; 72750; 1486; 1973; 85021,The Great Fire; Fastlane; Professor T; The Night Manager; Citadel,Michael Fassbender; Jeffrey Wright; Jodie Turner-Smith; Katherine Waterston; Harriet Sansom Harris,2024-12-01,,Jez Butterworth,,Returning Series,2,20,2026-08-21,,,7.4,31252,0,0,0,0,0,0,1 nomination total,2026-08-21,false,,,63,90,54,,0,You've loved 1 title from creator Jez Butterworth before.
show:46533,The Americans,2013,show,Watched,46263,tt2149175,46533,8,2018-05-30T00:00:00.000Z,75,1970-01-01T00:00:00.000Z,75,caught-up,false,,,Crime; Drama,"Set during the Cold War period in the 1980s, The Americans is the story of Elizabeth and Philip Jennings, two Soviet KGB officers posing as an American married couple in the suburbs of Washington D.C. and their neighbor, Stan Beeman, an FBI Counterintelligence agent.","spy; washington dc, usa; undercover; fbi; cold war; kgb; period drama; russian spy; 1980s; dramatic; commanding",en,7.885,1092,48.2055,124601; 124763; 92391; 274561; 844; 799; 814; 1042; 59312; 29043; 274570; 59610; 59643; 238699; 1180; 1274; 29398; 1144; 92740; 92472,262793; 61859; 4040; 129552; 1486; 71146; 61933; 156819; 114922; 287238; 47600; 213306; 396; 119845; 67384; 95480; 57276; 75666; 245927; 4330,Love in the Moonlight; Sherlock Holmes; Hornblower; Revolutionary Girl Utena; The Bletchley Circle,Keri Russell; Matthew Rhys; Holly Taylor; Keidrich Sellati; Noah Emmerich,2013-01-30,,Joe Weisberg,,Ended,6,75,2026-08-21,,89,8.4,121271,0,0,4,0,48,173,Won 4 Primetime Emmys. 48 wins & 173 nominations total,2026-08-21,false,,,94,95,68,89,100,You've loved 1 title with Keri Russell before.
movie:414906,The Batman,2022,movie,Watched,259852,tt1877830,414906,5,2022-03-04T00:00:00.000Z,1,2022-03-04T00:00:00.000Z,,,false,,,Crime; Mystery; Thriller,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",police; psychopath; secret identity; crime fighter; superhero; nightclub; politician; based on comic; vigilante; organized crime; serial killer; millionaire; social injustice; murder investigation; aftercreditsstinger,en,7.668,12365,30.2522,263339; 1388694; 813906; 1009772; 4105; 4108; 4513; 4520; 4567; 4574; 4610; 4133; 4147; 4232; 4233; 4349; 4413; 4440; 4442; 445477,155; 40662; 49026; 16995; 242643; 32080; 9944; 6107; 69735; 13387; 3112; 21594; 8688; 28297; 5854; 25876; 14590; 1846; 26039; 32047,The Brothers Grimm,Robert Pattinson; Zoë Kravitz; Jeffrey Wright; Colin Farrell; Paul Dano,2022-03-01,177,Matt Reeves,The Batman Collection,,,,2026-08-21,85,72,7.8,923764,0,3,0,0,40,176,Nominated for 3 Oscars. 40 wins & 176 nominations total,2026-08-21,false,,,62,100,91,79,100,You've loved 1 title with Robert Pattinson before.
show:136315,The Bear,2022,show,Watched,189717,tt14452776,136315,9,2025-06-25T00:00:00.000Z,46,1970-01-01T00:00:00.000Z,46,caught-up,false,,,Drama; Comedy,"Carmy, a young fine-dining chef, comes home to Chicago to run his family sandwich shop. As he fights to transform the shop and himself, he works alongside a rough-around-the-edges crew that ultimately reveal themselves as his chosen family.","suicide; chicago, illinois; restaurant; group therapy; family business ; community; workplace; grief; food industry; chef; death of brother; small business; culinary arts; fine dining; panic attack",en,8.149,1885,51.0208,2207; 2211; 2295; 208155; 94252; 126506; 126626; 2354; 240355; 94585; 276713; 94413; 240528; 94529; 61692; 61901; 240850; 62034; 62073; 62108,34307; 72071; 1274; 249039; 79410; 76331; 199318; 225634; 156933; 136311; 226346; 126914; 186; 71199; 64199; 44006; 17287; 81358; 67384; 46441,'Allo 'Allo!; The Loop; Smiling Friends; Home and Away; Shameless,Jeremy Allen White; Ebon Moss-Bachrach; Ayo Edebiri; Lionel Boyce; Abby Elliott,2022-06-23,,Christopher Storer,,Ended,5,46,2026-08-21,,83,8.5,315074,0,0,21,0,116,212,Won 21 Primetime Emmys. 116 wins & 212 nominations total,2026-08-21,false,,,99,95,73,83,100,You've loved 1 title from creator Christopher Storer before.
show:250504,The Beast in Me,2025,show,Watched,233089,tt31974367,250504,8,2025-11-13T00:00:00.000Z,8,1970-01-01T00:00:00.000Z,8,caught-up,false,,,Drama; Mystery,"A famous author is pulled into a twisted mind game with her rich, powerful new neighbor — who might be a murderer.",writer's block; lesbian relationship; disappearance; miniseries; writer; death; ex-wife; philosophical; death of a loved one; fbi agent; thriller; powerful; neighbors,en,7.079,286,17.501,886; 887; 1042; 205987; 205988; 206118; 28672; 28804; 273914; 123856; 124077; 303525; 303536; 303658; 58677; 29004; 91601; 91725; 124189; 303718,259731; 147050; 203744; 87784; 83851; 78191; 220801; 1405; 123192; 157065; 233256; 156933; 213306; 253321; 85853; 218342; 245827; 244447; 244243; 210787,Space Race; Revolutionary Girl Utena; The Spy; HIS & HERS; Disclaimer,Claire Danes; Matthew Rhys; Brittany Snow; Natalie Morales,2025-11-13,,Gabe Rotter,,Ended,1,8,2026-08-21,,71,7.4,61060,0,0,0,0,0,0,17 nominations total,2026-08-21,false,,,68,90,55,71,0,You've loved 1 title with Claire Danes before.
show:273160,The Beauty,2026,show,Watched,258198,tt33517752,273160,6,2026-03-04T00:00:00.000Z,11,1970-01-01T00:00:00.000Z,11,caught-up,false,,,Drama; Sci-Fi & Fantasy,"The world of high fashion turns dark when international supermodels begin dying in gruesome and mysterious ways. FBI Agents Cooper Madsen and Jordan Bennett are sent to Paris to uncover the truth. As they delve deeper into the case, they uncover a sexually transmitted virus that transforms ordinary people into visions of physical perfection, but with terrifying consequences.","paris, france; based on comic; epidemic; miracle drug; sexually transmitted disease; mysterious death; high fashion; fbi agent; fashion model; body horror",en,6.588,170,16.3062,28913; 206476; 59427; 274980; 1225; 1269; 1300; 1130; 92707; 1403; 1412; 92749; 92782; 92783; 92788; 92937; 92930; 1469; 125474; 93484,47640; 81559; 60948; 125116; 9045; 1705; 86382; 4330; 1593; 69061; 127235; 70485; 86550; 61345; 100088; 244447; 245927; 60708; 11245; 323411,Flash Gordon; Marvel's Agents of S.H.I.E.L.D.; Arrow; She-Hulk: Attorney at Law; 12 Monkeys,Evan Peters; Anthony Ramos; Jeremy Pope; Ashton Kutcher,2026-01-21,,Matthew Hodgson,,Canceled,1,11,2026-08-21,,64,6.4,5218,0,0,0,0,0,0,N/A,2026-08-21,false,,,49,85,50,64,0,You've loved 1 title with Anthony Ramos before.
movie:318846,The Big Short,2015,movie,Watched,199563,tt1596363,318846,10,2015-12-23T00:00:00.000Z,1,2015-12-23T00:00:00.000Z,,,false,,,Comedy; Drama,The men who made millions from a global economic meltdown.,based on novel or book; bank; fraud; wall street; biography; based on true story; finances; animated scene; historical fiction; loan; financial crisis; real estate; mortgage; financial suspense,en,7.37,10004,15.3638,49225; 49249; 1429715; 1232827; 486935; 486946; 1057006; 1429926; 853842; 49502; 1429912; 853888; 487058; 854015; 854024; 854030; 49622; 1233122; 1057355; 49688,363992; 21039; 50839; 106646; 1359; 65034; 1263012; 937220; 540901; 695; 23168; 517909; 371638; 717693; 136400; 1288070; 184125; 968; 829774; 208134,Age of Consent; Kill Your Darlings; Siltalan pehtoori; So Evil My Love; The Passion of Ayn Rand,Steve Carell; Christian Bale; Ryan Gosling; Brad Pitt; Marisa Tomei,2015-12-11,131,Adam McKay,,,,,2026-08-21,89,81,7.8,532875,1,0,0,0,37,81,Won 1 Oscar. 37 wins & 81 nominations total,2026-08-21,false,,,83,100,89,85,100,You've loved 3 titles from director Adam McKay before.
