titleKey,title,year,type,status,traktId,imdbId,tmdbId,myRating,ratedAt,plays,lastWatchedAt,airedEpisodes,completionStatus,favorite,watchlistedAt,citedBy,genres,overview,keywords,originalLanguage,tmdbVoteAverage,tmdbVoteCount,tmdbPopularity,similarToIds,recommendedIds,similarToTitles,topCast,releaseDate,runtime,creator,belongsToCollection,tmdbStatus,numberOfSeasons,numberOfEpisodes,tmdbFetchedAt,rottenTomatoes,metacritic,omdbImdbRating,omdbImdbVotes,oscarWins,oscarNominations,emmyWins,emmyNominations,totalAwardWins,totalAwardNominations,awardsRaw,omdbFetchedAt,excludedFromRecommendations,exclusionReasonCode,exclusionReasonLabel,predictedScore,confidenceScore,popularityScore,audienceScoreComputed,awardsScoreComputed,reason
show:64464,11.22.63,2016,show,Watched,102771,tt2879552,64464,8,2016-04-04T00:00:00.000Z,8,1970-01-01T00:00:00.000Z,8,caught-up,false,,,Drama; Sci-Fi & Fantasy,"An English teacher travels back in time to prevent the Kennedy assassination, but discovers he is attached to the life he has made in a bygone era.",assassination; lovesickness; based on novel or book; time travel; murder; miniseries; alternate history; john f. kennedy assassination; mysterious,en,7.76,1785,14.8007,124518; 124540; 124546; 92154; 124578; 124583; 124585; 124586; 124587; 124595; 124800; 238380; 274555; 799; 873; 886; 887; 896; 918; 1023,245219; 155533; 222766; 245927; 241372; 220801; 70485; 213306; 223313; 129552; 67683; 80213; 61859; 248416; 253372; 244243; 262352; 108181; 147050; 259731,More than Blue: The Series; The Imperial Coroner; Love & Death; Sherlock Holmes; Columbo,James Franco; Sarah Gadon; Chris Cooper; Daniel Webber; Lucy Fry,2016-02-15,81,,,Ended,1,8,2026-08-21,,,8,119603,0,0,0,1,2,12,Nominated for 1 Primetime Emmy. 2 wins & 12 nominations total,2026-08-21,false,,,59,80,73,,24,"Similar to Paradise, which you loved."
show:118357,1883,2021,show,Watched,173337,tt13991232,118357,9,2022-02-27T00:00:00.000Z,10,1970-01-01T00:00:00.000Z,10,caught-up,false,,,Drama; Western,"Follow the Dutton family as they embark on a journey west through the Great Plains toward the last bastion of untamed America. A stark retelling of Western expansion, and an intense study of one family fleeing poverty to seek a better future in America’s promised land — Montana.",texas; frontier; miniseries; family drama; historical; convoy; wild west; indian attack; civil war veteran; wagon; journey; pinkertons; 19th century; oregon trail; riveting,en,8.287,996,21.1324,980; 92090; 124518; 124578; 124595; 92135; 124800; 124817; 814; 877; 886; 887; 913; 947; 1042; 1018; 1062; 59149; 59157; 59215,41692; 240993; 62732; 73586; 2562; 1401; 157744; 215866; 1406; 201877; 5742; 157732; 138971; 73467; 243396; 122235; 99346; 204999; 124800; 43901,Trackdown; Blade of the Immortal; More than Blue: The Series; The Imperial Coroner; Rise of the Great Wall,Sam Elliott; Tim McGraw; Faith Hill; Isabel May; LaMonica Garrett,2021-12-19,,Taylor Sheridan,,Ended,1,10,2026-08-21,,69,8.6,161362,0,0,0,3,6,18,Nominated for 3 Primetime Emmys. 6 wins & 18 nominations total,2026-08-21,false,,,97,90,67,69,54,You've loved 6 titles from creator Taylor Sheridan before.
show:90669,1899,2022,show,Watched,163643,tt9319668,90669,8,2022-11-17T00:00:00.000Z,8,1970-01-01T00:00:00.000Z,8,caught-up,false,,,Mystery; Drama,"When mysterious events change the course of an immigrant ship headed for New York in 1899, a mind-bending riddle unfolds for its bewildered passengers.",sea; immigration; atlantic ocean; ship; dystopia; bermuda triangle; triangle; mind game; 19th century; psychological; new encounter; old continent; thriller; adventure,de,7.454,1576,8.6868,61459; 208146; 2306; 240151; 276389; 61408; 61421; 61422; 61555; 126520; 30280; 30381; 30427; 94028; 126698; 61289; 61374; 305329; 94413; 276671,283297; 65708; 4607; 86941; 39358; 88055; 1407; 262352; 47665; 130464; 207713; 133813; 215522; 71769; 1405; 121710; 43020; 249695; 93784; 70523,Parasyte -the maxim-; 180 Degree Longitude Passes Through Us; The Missing; RIPLEY; Lost,Emily Beecham; Andreas Pietschmann; Aneurin Barnard; Isabella Wei; Maciej Musiał,2022-11-17,,Jantje Friese,,Canceled,1,8,2026-08-21,,68,7.3,121809,0,0,0,0,1,5,1 win & 5 nominations total,2026-08-21,false,,,65,95,71,68,7,"Similar to Lost and Homeland, which you loved."
movie:530915,1917,2019,movie,Watched,382862,tt8579674,530915,8,2019-12-25T00:00:00.000Z,1,2019-12-25T00:00:00.000Z,,,false,,,War; Drama; History,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",race against time; world war i; british army; survival; soldier; period drama; real time; trenches; 1910s; trench warfare; no man's land; intense; horrified; war epic,en,7.984,13787,12.9328,2302; 2320; 1565913; 2378; 625464; 2841; 1008409; 1387954; 3097; 1565841; 2470; 444660; 3010; 2567; 3060; 623312; 423; 424; 453; 457,981063; 43418; 9664; 383585; 14433; 13210; 489245; 508664; 531876; 291851; 197; 13813; 9665; 228150; 8741; 1419826; 506863; 316152; 647063; 256917,The Aviator; A Beautiful Mind; The Yellow Birds; The Kill Team; The Outpost,George MacKay; Dean-Charles Chapman; Mark Strong; Andrew Scott; Richard Madden,2019-12-25,119,Sam Mendes,,,,,2026-08-21,88,78,8.2,769457,3,0,0,0,137,202,Won 3 Oscars. 137 wins & 202 nominations total,2026-08-21,false,,,62,100,92,83,100,You've loved 1 title with Mark Strong before.
show:157744,1923,2022,show,Watched,193499,tt18335752,157744,8,2025-04-06T00:00:00.000Z,15,1970-01-01T00:00:00.000Z,15,caught-up,false,,,Drama; Western,"Follow a new generation of the Dutton family during the early twentieth century when pandemics, historic drought, the end of Prohibition and the Great Depression all plague the mountain west, and the Duttons who call it home.",africa; montana; sequel; prequel; range war; cattle ranch; yellowstone; 1920s; big game hunter; 20th century; gritty; western; indian residential school system,en,8.26,824,32.4553,277445; 240940; 2953; 63114; 128098; 128113; 128008; 3188; 3349; 123517; 314; 28577; 123598; 303124; 28527; 91909; 124394; 661; 206061; 29063,73586; 215866; 1406; 240993; 41692; 118357; 2562; 122235; 43901; 299167; 5742; 1401; 243396; 113985; 138971; 73467; 157732; 89498; 201877; 99346,Power: Origins; Kaj Munk; Power Book III: Raising Kanan; The Jazz Age; Yellowstone,Helen Mirren; Harrison Ford; Brandon Sklenar; Julia Schlaepfer; Jerome Flynn,2022-12-18,,Taylor Sheridan,,Ended,2,15,2026-08-21,,71,8.3,98919,0,0,0,2,7,29,Nominated for 2 Primetime Emmys. 7 wins & 29 nominations total,2026-08-21,false,,,100,90,65,71,59,You've loved 6 titles from creator Taylor Sheridan before.
movie:1100988,28 Years Later,2025,movie,Watched,885672,tt10548174,1100988,7,2026-08-21T14:25:00.000Z,1,2025-06-19T00:00:00.000Z,,,false,,,Horror; Thriller; Science Fiction,"Twenty-eight years after the Rage virus outbreak, a heavily-defended island survives connected to the mainland by a single causeway. When one of the group leaves the island into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well.",england; satanism; cult; sequel; survival; zombie; survival horror; satanic cult; zombie apocalypse; northumberland; absurd; violence; bold; compassionate; ghoulish,en,6.605,2838,26.8362,263416; 1195363; 1009640; 4233; 4437; 263619; 4234; 1567021; 4337; 445732; 4723; 445771; 445710; 4772; 445874; 4889; 46168; 46172; 296430; 46429,1562; 1141182; 11683; 1320330; 316727; 375366; 123105; 34480; 1051896; 808396; 11880; 13186; 514847; 294254; 20504; 30694; 338676; 5876; 214; 10331,The Mitchells vs. the Mitchells,Aaron Taylor-Johnson; Alfie Williams; Ralph Fiennes; Jodie Comer; Jack O'Connell,2025-06-18,115,Danny Boyle,28 Days/Weeks/Years Later Collection,,,,2026-08-21,88,77,6.6,209527,0,0,0,0,6,63,Nominated for 1 BAFTA Award. 6 wins & 63 nominations total,2026-08-21,false,,,46,95,77,83,75,Fits your taste for Horror / Thriller.
show:108545,3 Body Problem,2024,show,Watched,169972,tt13016388,108545,8,2024-03-21T00:00:00.000Z,8,1970-01-01T00:00:00.000Z,8,caught-up,false,,,Sci-Fi & Fantasy; Mystery; Drama,"Across continents and decades, five brilliant friends make earth-shattering discoveries as the laws of science unravel and an existential threat emerges.",china; based on novel or book; scientist; alien invasion; alien contact; signal; 1960s; thoughtful; alien civilization; imaginative; anxious; inspirational; cerebral; secret; thriller,en,7.492,1617,22.7224,19; 164; 28159; 123443; 302921; 302951; 122; 136; 253; 28140; 28208; 28315; 28330; 28196; 28293; 273274; 273410; 303124; 57979; 205272,86374; 1705; 156640; 34967; 83135; 157239; 127235; 424; 82001; 247721; 42009; 21494; 1639; 112581; 69061; 253372; 48866; 196322; 93784; 47640,Planet of the Apes; Romance; Kareinaru ichizoku; 999 Days of Begging; The Leftovers,Jovan Adepo; Rosalind Chao; Liam Cunningham; Eiza González; Jess Hong,2024-03-21,,David Benioff,,Returning Series,1,8,2026-08-21,,70,7.5,177200,0,0,0,6,2,38,Nominated for 6 Primetime Emmys. 2 wins & 38 nominations total,2026-08-21,false,,,67,95,72,70,90,"Similar to Black Mirror and Dark Matter, which you loved."
show:4608,30 Rock,2006,show,Watched,4584,tt0496424,4608,6,2026-07-29T01:21:12.000Z,138,2013-02-01T01:21:00.000Z,138,caught-up,false,,,Comedy,"Liz Lemon, the head writer for a late-night TV variety show in New York, tries to juggle all the egos around her while chasing her own dream.",new york city; writing; parody; female protagonist; writer; sketch comedy; employer employee relationship; sitcom; lighthearted; joyful,en,7.487,837,40.6994,2898; 2903; 2904; 2905; 277315; 2947; 2980; 2987; 241373; 277415; 241356; 2996; 95170; 95182; 95203; 95213; 94951; 240932; 2635; 2647,2962; 1400; 110; 2132; 4454; 39340; 4277; 2316; 2352; 971; 4576; 1964; 2548; 31841; 2730; 75; 634; 32294; 32843; 39331,Small Wonder; Cafe Americain; The Ropers; Ha Ha Maker; Veep,Tina Fey; Alec Baldwin; Tracy Morgan; Jane Krakowski; Jack McBrayer,2006-10-11,22,Tina Fey,,Ended,7,138,2026-08-21,,73,8.3,137477,0,0,16,0,101,368,Won 16 Primetime Emmys. 101 wins & 368 nominations total,2026-08-21,false,,,56,90,65,73,100,"Similar to Seinfeld and The Office, which you loved."
movie:1271,300,2007,movie,Watched,884,tt0416449,1271,8,2026-08-21T15:21:39.000Z,1,2007-03-07T00:00:00.000Z,,,false,,,Action; Adventure; War,"A story very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians.",army; narration; gore; based on true story; based on comic; sword fight; massacre; ancient world; based on graphic novel; ancient greece; warrior; ancient warfare; sparta greece; 5th century bc; extreme violence,en,7.208,14989,15.9792,441002; 413594; 413658; 414001; 416513; 987400; 987507; 988595; 1740732; 1741433; 1370724; 1742570; 1370870; 1371855; 424488; 440008; 440010; 440013; 982202; 440626,53182; 184315; 1966; 9387; 1251; 11358; 460465; 558449; 948713; 1257009; 21512; 639933; 8009; 11589; 1654; 931285; 161460; 791373; 489245; 2024,Gladiator II; The Kill Team,Gerard Butler; Lena Headey; Dominic West; David Wenham; Vincent Regan,2007-03-07,117,Zack Snyder,300 Collection,,,,2026-08-21,61,52,7.6,904962,0,0,0,0,19,57,19 wins & 57 nominations total,2026-08-21,false,,,64,100,93,57,95,You've loved 1 title with Dominic West before.
movie:661539,A Complete Unknown,2024,movie,Watched,495543,tt11563598,661539,7,2024-12-25T00:00:00.000Z,1,2024-12-25T00:00:00.000Z,,,false,,,Drama; Music,"New York, early 1960s. Against the backdrop of a vibrant music scene and tumultuous cultural upheaval, an enigmatic 19-year-old from Minnesota arrives in the West Village with his guitar and revolutionary talent, destined to change the course of American music.",new york city; based on novel or book; musician; biography; folk music; music history; singer-songwriter; greenwich village; 1960s; artistic risk; fictionalized history; electric guitar; acoustic folk,en,7.068,1527,14.4159,49225; 49249; 1429715; 49360; 1056928; 1057006; 853842; 49456; 49502; 49511; 1429912; 853888; 487058; 854024; 854030; 49622; 1233122; 486906; 49349; 49712,86829; 25566; 209451; 592863; 537116; 17332; 531033; 614934; 630566; 802219; 1230368; 206284; 998846; 158675; 541524; 817758; 458131; 32274; 719256; 1038263,Age of Consent; Kill Your Darlings; So Evil My Love; The Passion of Ayn Rand; The Café at the Edge of the World,Timothée Chalamet; Edward Norton; Elle Fanning; Monica Barbaro; Scoot McNairy,2024-12-25,141,James Mangold,,,,,2026-08-21,82,70,7.3,98546,0,8,0,0,26,129,Nominated for 8 Oscars. 26 wins & 129 nominations total,2026-08-21,false,,,51,95,71,76,100,You've loved 1 title with Timothée Chalamet before.
show:225120,A Man in Full,2024,show,Watched,204765,tt15845610,225120,8,2026-08-13T13:33:42.000Z,6,2024-05-02T07:49:00.000Z,6,caught-up,false,,,Drama,"Facing relentless foes and sudden bankruptcy, an Atlanta real estate tycoon must claw his way back to the top when his empire begins to crumble.",based on novel or book; miniseries; bankruptcy; real estate; business tycoon,en,6.247,97,6.1439,124518; 124540; 124546; 92154; 124578; 124583; 124585; 124586; 124587; 124595; 124800; 238380; 799; 886; 887; 896; 918; 1024; 59149; 28913,248416; 72002; 278624; 108181; 71715; 72787; 256711; 90399; 95556; 116799; 137893; 117821; 67384; 270734; 113984; 46441; 155533; 223313; 259453; 97539,More than Blue: The Series; The Imperial Coroner; Love & Death; Sherlock Holmes; Space Race,Jeff Daniels; Diane Lane; Tom Pelphrey; Aml Ameen; Chanté Adams,2024-05-02,,David E. Kelley,,Ended,1,6,2026-08-21,,51,6.5,15447,0,0,0,0,0,0,1 win total,2026-08-21,false,,,60,85,44,51,0,You've loved 3 titles from creator David E. Kelley before.
show:245312,A Man on the Inside,2024,show,Watched,223229,tt26670955,245312,10,2026-07-29T00:14:34.000Z,16,1970-01-01T00:00:00.000Z,16,caught-up,false,,,Comedy; Crime,A retired professor with a knack for snooping gets a new lease on life when a private investigator recruits him to go undercover and crack a case.,"spy; san francisco, california; amateur detective; parenthood; private investigator; retirement community; undercover operation; based on movie; sitcom; father daughter relationship; heartfelt; witty; elderly widower; retired professor",en,7.414,244,26.0804,2; 10; 97; 105; 106; 59; 33; 34; 111; 67; 71; 72; 73; 75; 88; 141; 154; 155; 162; 165,13266; 3253; 67117; 1849; 48891; 39357; 1530; 10118; 1260; 260471; 2586; 2016; 6515; 4589; 202304; 2187; 71771; 202101; 3497; 81144,All in Good Faith; The Drew Carey Show; Sex and the City; The Andy Griffith Show; The European Side,Ted Danson; Mary Elizabeth Ellis; Lilah Richcreek Estrada; Mary Steenburgen,2024-11-21,,Michael Schur,,Returning Series,2,16,2026-08-21,,74,7.6,42370,0,0,0,0,2,7,2 wins & 7 nominations total,2026-08-21,false,,,63,90,53,74,11,You've loved 2 titles from creator Michael Schur before.
movie:447332,A Quiet Place,2018,movie,Watched,293955,tt6644200,447332,4,2018-04-06T00:00:00.000Z,1,2018-04-06T00:00:00.000Z,,,false,,,Horror; Drama; Science Fiction,A family is forced to live in silence while hiding from creatures that hunt by sound.,pregnancy; fireworks; deaf; post-apocalyptic future; alien life-form; child in peril; creature; alien invasion; parenting; survival horror; alien monster; human vs alien; sign languages; hostile; anxious,en,7.395,15614,14.6388,69272; 506482; 319096; 73920; 73922; 1452846; 73761; 1453201; 1084199; 1084412; 73653; 325302; 518609; 82126; 699673; 81481; 1259735; 1460980; 1259835; 1460778,520763; 1051896; 527261; 985; 762441; 12122; 820609; 145135; 333371; 1196067; 9599; 1320330; 1140535; 805; 60935; 123105; 405774; 10331; 28942; 418078,Whitney; Bird Box,Emily Blunt; John Krasinski; Millicent Simmonds; Noah Jupe; Cade Woodward,2018-04-03,91,John Krasinski,A Quiet Place Collection,,,,2026-08-21,96,82,7.5,652123,0,1,0,0,38,129,Nominated for 1 Oscar. 38 wins & 129 nominations total,2026-08-21,false,,,61,100,94,89,100,You've loved 2 titles with Emily Blunt before.
movie:332562,A Star Is Born,2018,movie,Watched,213443,tt1517451,332562,10,2018-10-05T00:00:00.000Z,1,2018-10-05T00:00:00.000Z,,,false,,,Music; Drama; Romance,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",concert; country music; waitress; pop star; self-destruction; show business; talent; addiction; alcoholism; celebrity; remake; aspiring singer; singer; fame; tinnitus,en,7.491,12337,9.5506,811208; 451; 464; 475; 476; 480; 499; 503; 509; 522; 525; 1563776; 546; 574; 1564007; 606; 616; 704; 705; 742,25196; 19610; 13763; 27804; 799766; 1677; 16323; 504608; 489928; 41003; 523607; 451; 3055; 15392; 14054; 17450; 1078600; 10537; 364733; 1011082,Fall; Leaving Las Vegas; As It Is in Heaven; Bonnie and Clyde; Drugstore Cowboy,Lady Gaga; Bradley Cooper; Sam Elliott; Andrew Dice Clay; Rafi Gavron,2018-10-03,136,Bradley Cooper,,,,,2026-08-21,90,88,7.6,445763,1,0,0,0,99,288,Won 1 Oscar. 99 wins & 288 nominations total,2026-08-21,false,,,71,100,91,89,100,You've loved 1 title from director Bradley Cooper before.
show:103992,A Teacher,2020,show,Watched,136021,tt10680614,103992,7,2020-12-29T00:00:00.000Z,10,1970-01-01T00:00:00.000Z,10,caught-up,false,,,Drama,"Claire Wilson, a young teacher at a suburban Texas high school, begins an affair with her student, Eric Walker. But their relationship accelerates faster than anticipated and the permanent damage becomes impossible to ignore.",texas; teacher student relationship; high school teacher; older woman younger man relationship; based on movie,en,7.152,401,14.8675,19; 167; 302986; 40; 51; 127; 303132; 433; 205516; 273642; 661; 789; 273941; 91586; 237508; 1259; 237982; 29301; 124578; 1337,125940; 227975; 240993; 199001; 262848; 12998; 61463; 217211; 31917; 96718; 138455; 244447; 223313; 269; 241372; 130842; 90399; 107365; 60626; 1396,Planet of the Apes; Black Scorpion; More than Blue: The Series; Ransom Canyon; My Life with the Walter Boys,Kate Mara; Nick Robinson,2020-11-10,,Hannah Fidell,,Ended,1,10,2026-08-21,,67,6.9,16872,0,0,0,0,1,5,1 win & 5 nominations total,2026-08-21,false,,,42,90,58,67,7,"Similar to Breaking Bad, which you loved."
show:71737,A.P. Bio,2018,show,Watched,119048,tt6461726,71737,8,2021-09-02T00:00:00.000Z,42,1970-01-01T00:00:00.000Z,42,caught-up,false,,,Comedy,"When disgraced Harvard philosophy scholar Jack Griffin loses out on his dream job, he is forced to return to Toledo, Ohio, and work as a high school Advanced Placement biology teacher.",classroom; high school; revenge; high school teacher; sitcom; biology teacher; playful; hilarious,en,6.865,196,10.8802,2898; 2904; 2905; 277315; 2987; 2996; 127750; 127751; 95182; 62474; 306231; 94951; 2635; 2647; 2652; 2656; 127549; 127712; 31184; 31243,58460; 2190; 74204; 85702; 65150; 135959; 33922; 112211; 1229; 709; 7317; 76747; 93292; 73126; 4415; 10420; 3948; 610; 2342; 1568,Small Wonder; Cafe Americain; The Ropers; Ha Ha Maker; Mesudarim,Glenn Howerton; Patton Oswalt; Paula Pell; Lyric Lewis; Mary Sohn,2018-02-01,22,Michael Patrick O'Brien,,Canceled,4,42,2026-08-21,,,7.4,21569,0,0,0,0,0,0,1 nomination total,2026-08-21,false,,,35,85,51,,0,You've loved 1 title with Glenn Howerton before.
show:125935,Abbott Elementary,2021,show,Watched,180675,tt14218830,125935,4,2026-07-29T00:23:53.000Z,92,2026-04-23T00:52:00.000Z,92,caught-up,false,,,Comedy,"In this workplace comedy, a group of dedicated, passionate teachers — and a slightly tone-deaf principal — are brought together in a Philadelphia public school where, despite the odds stacked against them, they are determined to help their students succeed in life. Though these incredible public servants may be outnumbered and underfunded, they love what they do — even if they don’t love the school district’s less-than-stellar attitude toward educating children.","philadelphia, pennsylvania; elementary school; school; mockumentary; public school; sitcom; thoughtful; workplace comedy; elementary school teacher; amused",en,7.5,323,43.0217,2898; 2904; 2905; 277315; 2947; 2987; 277438; 241356; 2996; 127735; 95067; 95182; 94951; 2635; 2647; 2652; 2656; 127549; 127712; 31184,2589; 2508; 2316; 456; 42382; 3497; 93825; 5221; 3814; 4345; 2490; 4575; 110; 4608; 115; 1835; 33056; 88378; 67117; 1600,Small Wonder; Cafe Americain; The Ropers; Ha Ha Maker; Veep,Quinta Brunson; Tyler James Williams; Sheryl Lee Ralph; Lisa Ann Walter; Chris Perfetti,2021-12-07,,Quinta Brunson,,Returning Series,6,93,2026-08-21,,83,8.2,49782,0,0,4,0,84,275,Won 4 Primetime Emmys. 84 wins & 275 nominations total,2026-08-21,false,,,51,90,56,83,100,"Similar to The Office, which you loved."
show:249042,Adolescence,2025,show,Watched,230892,tt31806037,249042,8,2025-03-13T00:00:00.000Z,4,1970-01-01T00:00:00.000Z,4,caught-up,false,,,Drama; Crime,"When a 13-year-old is accused of the murder of a classmate, his family, therapist and the detective in charge are all left asking: what really happened?",england; sexism; violence against women; patriarchy; bullying; murder; family relationships; miniseries; parenting; confrontation; insecurity; teenage boy; blunt; visceral; mental health,en,7.824,1710,14.4343,2908; 277316; 277387; 2942; 241372; 95302; 208923; 241363; 95272; 31331; 127735; 127865; 95041; 95210; 62421; 127948; 306352; 240942; 240975; 241092,211358; 87784; 72750; 2850; 66788; 113988; 31917; 2583; 84647; 135868; 158083; 62560; 225634; 243217; 286801; 1426; 39852; 123192; 213306; 100414,Cold Case Files: The Grim Sleeper; Ramona; 56 Days; Stalkers Who Kill; Sunset Song,,2025-03-13,,Stephen Graham,,Ended,1,4,2026-08-21,,91,8.1,301626,0,0,8,0,60,73,Won 8 Primetime Emmys. 60 wins & 73 nominations total,2026-08-21,false,,,65,95,72,91,100,"Similar to Mr. Robot, which you loved."
show:260458,Adults,2025,show,Watched,250203,tt33049767,260458,9,2026-08-14T23:34:58.000Z,9,2026-08-01T01:21:00.000Z,9,caught-up,false,,,Comedy,"A group of twenty-somethings in New York trying to be good people, despite being neither ""good"" nor ""people"" yet.",new york city; twenty something; housemates,en,6,70,30.1537,124610; 917; 1085; 1088; 59941; 29202; 1400; 29458; 1336; 125694; 1417; 1420; 93272; 93288; 60839; 1668; 1922; 1964; 2036; 61118,815; 138089; 243316; 1088; 71890; 61671; 84584; 2742; 203614; 261363; 71885; 85702; 2691; 4483; 745; 1795; 74321; 51345; 112211; 77485,Kate & Allie; Jack & Jill; Dream On; Seinfeld; Glee,Malik Elassal; Lucy Freyer; Jack Innanen; Amita Rao; Owen Thiele,2025-05-28,,Ben Kronengold,,Returning Series,2,17,2026-08-21,,65,7.4,6769,0,0,0,0,0,0,N/A,2026-08-21,false,,,59,85,41,65,0,You've loved 1 title from creator Ben Kronengold before.
show:114461,Ahsoka,2023,show,Watched,170559,tt13622776,114461,7,2023-10-03T00:00:00.000Z,8,1970-01-01T00:00:00.000Z,8,caught-up,false,,,Sci-Fi & Fantasy; Action & Adventure,Former Jedi Knight Ahsoka Tano investigates an emerging threat to a vulnerable galaxy.,sequel; spin off; space opera,en,7.406,1280,29.9144,95336; 2985; 208958; 62643; 3122; 63090; 3137; 95826; 128113; 3349; 253; 238; 203; 314; 424; 501; 91613; 237512; 205715; 655,82856; 92830; 114478; 1437; 83867; 115036; 106159; 71365; 2985; 226749; 5656; 196749; 98178; 84958; 125474; 68716; 80986; 2723; 74387; 128113,DC's Legends of Tomorrow; Babylon 5; Torchwood; Gen V; The Mandalorian,Rosario Dawson; Natasha Liu Bordizzo; Ivanna Sakhno; Ray Stevenson; Mary Elizabeth Winstead,2023-08-22,,Dave Filoni,,Returning Series,2,16,2026-08-21,,,7.4,138380,0,0,1,0,7,36,Won 1 Primetime Emmy. 7 wins & 36 nominations total,2026-08-21,false,,,72,95,69,,70,"Similar to The Mandalorian and Star Wars: Andor, which you loved."
movie:964980,Air,2023,movie,Watched,775413,tt16419074,964980,8,2023-04-05T00:00:00.000Z,1,2023-04-05T00:00:00.000Z,,,false,,,Drama; History,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,sports; based on true story; basketball; shoe; national basketball association (nba); duringcreditsstinger; 1980s,en,7.278,2397,11.2233,69183; 315631; 1079810; 1250073; 510298; 510495; 510498; 510558; 510559; 876797; 74049; 318846; 73448; 73416; 73524; 73772; 876671; 73951; 1253773; 876871,58882; 7214; 719256; 13537; 1083612; 24747; 292011; 589612; 972433; 653851; 136797; 98548; 1143508; 62441; 760336; 649394; 522212; 16958; 458131; 1317149,Time to Spare; The Big Short; Just Mercy,Matt Damon; Jason Bateman; Ben Affleck; Chris Messina; Viola Davis,2023-04-05,112,Ben Affleck,,,,,2026-08-21,93,73,7.4,190839,0,0,0,0,5,48,5 wins & 48 nominations total,2026-08-21,false,,,72,95,75,83,58,You've loved 3 titles with Matt Damon before.
show:157239,Alien: Earth,2025,show,Watched,170689,tt13623632,157239,3,2026-07-29T00:13:15.000Z,8,2025-09-24T00:48:00.000Z,8,caught-up,false,,,Sci-Fi & Fantasy; Drama,"When the mysterious deep space research vessel USCSS Maginot crash-lands on Earth, Wendy and a ragtag group of tactical soldiers make a fateful discovery that puts them face-to-face with the planet's greatest threat.",transhumanism; based on movie; alien monster; alien parasites; 22nd century; spaceship crash; near future; aliens; human robot hybrid; horror; arrogant; brisk; hopeful,en,7.317,1115,24.9415,2925; 277453; 95057; 62687; 62688; 62798; 62823; 95736; 95767; 241554; 95696; 62913; 128098; 127955; 63175; 3411; 3235; 19; 91097; 167,51704; 127235; 86374; 21494; 52814; 118663; 34967; 63639; 433; 67198; 65820; 82001; 60948; 108545; 85723; 1972; 79130; 86550; 75893; 85949,Superman & Lois; Supergirl; Planet of the Apes; Invasion; War of the Worlds,Sydney Chandler; Alex Lawther; Essie Davis; Samuel Blenkin; Babou Ceesay,2025-08-12,,Noah Hawley,,Returning Series,1,8,2026-08-21,,85,7.1,103110,0,0,0,0,3,12,3 wins & 12 nominations total,2026-08-21,false,,,51,95,68,85,18,You've loved 1 title from creator Noah Hawley before.
show:246386,All Her Fault,2025,show,Watched,226034,tt31314751,246386,8,2026-08-13T13:33:07.000Z,8,2025-12-26T03:57:00.000Z,8,caught-up,false,,,Mystery; Crime,"In Chicago, Marissa Irvine arrives at 14 Arthur Avenue, expecting to pick up her young son Milo from his first playdate with a boy at his new school. But the woman who answers the door isn't a mother she recognizes. She isn't the nanny. She doesn't have Milo. And so begins every parent's worst nightmare.",based on novel or book; kidnapping; nanny; babysitter; investigation; miniseries; missing child; child kidnapping; working mom; anxious; thriller,en,8.078,309,10.9296,208883; 2928; 2929; 95341; 241372; 241194; 208906; 208932; 277439; 241275; 241279; 241257; 241363; 277488; 127651; 127865; 306207; 95041; 95210; 127948,6127; 248698; 4177; 241549; 226637; 130273; 254071; 66599; 61367; 62823; 74430; 790; 26725; 70389; 1432; 3876; 85586; 587; 76459; 120317,The Investigator; Time Bomb 9/11; Shantaram; 56 Days; Great Gift,Sarah Snook; Jake Lacy; Sophia Lillis; Michael Peña; Dakota Fanning,2025-11-07,,Megan Gallagher,,Ended,1,8,2026-08-21,,63,7.5,38760,0,0,0,0,2,9,2 wins & 9 nominations total,2026-08-21,false,,,49,90,56,63,13,You've loved 1 title with Sarah Snook before.
