Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58577488,"The Investigator (Letty Davenport, #1)",John Sandford,"Sandford, John",,"=""0593328698""","=""9780593328699""",5.0,G.P. Putnam's Sons,Kindle Edition,400,2022,2022,2023/10/09,2023/09/23,all-time-faves,all-time-faves (#19),read,,,,1,0
125277346,Elon Musk,Walter Isaacson,"Isaacson, Walter",,"=""""","=""""",5.0,Simon & Schuster,ebook,670,2023,2023,2023/11/20,2023/08/17,all-time-faves,all-time-faves (#17),read,,,,1,0
15771468,"Every Day (Every Day, #1)",David Levithan,"Levithan, David",,"=""""","=""""",5.0,Knopf Books for Young Readers,Kindle Edition,338,2012,2012,2024/02/28,2024/01/23,all-time-faves,all-time-faves (#15),read,,,,1,0
61854923,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""""","=""""",5.0,Vintage,Kindle Edition,327,2023,2023,2024/03/16,2023/12/20,all-time-faves,all-time-faves (#14),read,,,,1,0
3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,"Grann, David",,"=""0385513534""","=""9780385513531""",5.0,Doubleday/Random House (NY),Hardcover,339,2009,2009,2024/04/01,2024/03/16,all-time-faves,all-time-faves (#13),read,,,,1,0
177058836,The Other Valley,Scott Alexander Howard,"Howard, Scott Alexander",,"=""1668015498""","=""9781668015490""",5.0,Atria Books,Kindle Edition,304,2024,2024,2024/05/20,2024/02/22,all-time-faves,all-time-faves (#12),read,,,,1,0
75603506,Presumed Innocent,Scott Turow,"Turow, Scott",,"=""1538757044""","=""9781538757048""",5.0,Grand Central Publishing,Kindle Edition,482,2023,1987,2024/06/23,2022/01/12,all-time-faves,all-time-faves (#11),read,,,,1,0
39903265,From the Corner of the Oval,Beck Dorey-Stein,"Dorey-Stein, Beck",,"=""0525509135""","=""9780525509134""",5.0,Random House,Kindle Edition,331,2018,2018,2024/07/19,2020/01/31,all-time-faves,all-time-faves (#10),read,,,,1,0
123739932,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",5.0,Tor Books,Kindle Edition,438,2020,2020,2024/08/21,2024/06/01,all-time-faves,all-time-faves (#9),read,,,,1,0
45442010,"Sorry I'm Late, I Didn't Want to Come: One Introvert's Year of Saying Yes",Jessica Pan,"Pan, Jessica",,"=""1524854395""","=""9781524854393""",5.0,"Andrews McMeel Publishing, LLC",Kindle Edition,274,2022,2019,2024/08/26,2024/08/13,all-time-faves,all-time-faves (#8),read,,,,1,0
6081088,Into Thin Air,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",5.0,Anchor ,Kindle Edition,368,1998,1997,2024/08/28,2024/07/28,all-time-faves,all-time-faves (#7),read,,,,1,0
177478086,The Heiress,Rachel Hawkins,"Hawkins, Rachel",,"=""1250280044""","=""9781250280046""",5.0,St. Martin's Press,Kindle Edition,281,2024,2024,2024/12/01,2024/11/26,all-time-faves,all-time-faves (#6),read,,,,1,0
156007669,Annie Bot,Sierra Greer,"Greer, Sierra",,"=""0063312719""","=""9780063312715""",5.0,Mariner Books,Kindle Edition,298,2024,2024,2024/12/22,2024/12/08,all-time-faves,all-time-faves (#5),read,,,,1,0
60556912,"The Housemaid (The Housemaid, #1)",Freida McFadden,"McFadden, Freida",,"=""1803144378""","=""9781803144375""",5.0,Bookouture,Kindle Edition,338,2022,2022,2025/02/23,2023/12/10,"library-unavailable, all-time-faves","library-unavailable (#37), all-time-faves (#4)",read,,,,1,0
62066104,I Hope This Finds You Well,Natalie Sue,"Sue, Natalie",,"=""006332038X""","=""9780063320383""",5.0,William Morrow,Kindle Edition,349,2024,2024,2025/03/17,2024/06/28,all-time-faves,all-time-faves (#3),read,,,,1,0
213290918,Source Code: My Beginnings,Bill  Gates,"Gates, Bill",,"=""0593801598""","=""9780593801598""",5.0,Vintage,Kindle Edition,337,2025,2025,2025/06/21,2025/02/05,all-time-faves,all-time-faves (#2),read,,,,1,0
221997992,The Perfect Marriage,Jeneva Rose,"Rose, Jeneva",,"=""""","=""""",5.0,Corner Star Press,Kindle Edition,368,2024,2020,2025/09/20,2025/09/16,all-time-faves,all-time-faves (#1),read,,,,1,0
75569754,"12 Months to Live (Jane Smith, #1)",James  Patterson,"Patterson, James",Mike Lupica,"=""0316405795""","=""9780316405799""",0,"Little, Brown and Company",Kindle Edition,400,2023,2023,,2025/09/20,to-read,to-read (#217),to-read,,,,0,0
46016436,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,"=""0241425441""","=""9780241425442""",0,Penguin Viking,Hardcover,377,2020,2020,,2025/09/18,to-read,to-read (#216),to-read,,,,0,0
219728281,Who Is Government?: The Untold Story of Public Service,Michael Lewis,"Lewis, Michael",,"=""""","=""9798217047819""",4.0,Riverhead Books,ebook,290,2025,2025,2025/09/16,2025/03/08,,,read,,,,1,0
217112030,"Gandolfini: Jim, Tony, and the Life of a Legend",Jason Bailey,"Bailey, Jason",,"=""1419767690""","=""9781419767692""",4.0,Harry N. Abrams,Hardcover,352,2025,2025,2025/09/15,2025/05/03,,,read,,,,1,0
201479229,A/S/L,Jeanne Thornton,"Thornton, Jeanne",,"=""1641296046""","=""9781641296045""",0,Soho Press,Hardcover,496,2025,2025,,2025/09/10,to-read,to-read (#215),to-read,,,,0,0
216971219,The Staircase in the Woods,Chuck Wendig,"Wendig, Chuck",,"=""0593156560""","=""9780593156568""",0,Del Rey,Hardcover,388,2025,2025,,2025/09/10,to-read,to-read (#214),to-read,,,,0,0
220161342,Oddbody,Rose Keating,"Keating, Rose",,"=""1668061503""","=""9781668061503""",0,Simon & Schuster,Paperback,208,2025,,,2025/09/10,to-read,to-read (#213),to-read,,,,0,0
215217592,"Inside the Cartel: How an Undercover FBI Agent Smuggled Cocaine, Laundered Cash, and Dismantled a Colombian Narco-Empire",Martin   Suarez,"Suarez, Martin",Ian Frisch,"=""0063354012""","=""9780063354012""",0,Dey Street Books,Hardcover,304,2025,,,2025/08/27,to-read,to-read (#211),to-read,,,,0,0
220175522,"Comedy Samurai: Forty Years of Blood, Guts, and Laughter",Larry Charles,"Charles, Larry",,"=""1538771543""","=""9781538771549""",0,Grand Central Publishing,Hardcover,400,2025,,,2025/08/15,"to-read, library-unavailable","to-read (#209), library-unavailable (#79)",to-read,,,,0,0
223362031,Paper Girl: A Memoir of Home and Family in a Fractured America,Beth Macy,"Macy, Beth",,"=""0593656733""","=""9780593656730""",0,Penguin Press,Hardcover,368,2025,2025,,2025/08/14,"to-read, library-unavailable","to-read (#208), library-unavailable (#78)",to-read,,,,0,0
223640992,A Hollywood Ending: The Dreams and Drama of the LeBron Lakers,Yaron Weitzman,"Weitzman, Yaron",,"=""0385550227""","=""9780385550222""",0,Doubleday,Hardcover,320,2025,,,2025/08/05,"to-read, library-unavailable","to-read (#205), library-unavailable (#77)",to-read,,,,0,0
199897926,The Return of Ellie Black,Emiko Jean,"Jean, Emiko",,"=""1668023954""","=""9781668023952""",5.0,Simon & Schuster,Kindle Edition,320,2024,2024,2025/08/11,2025/08/02,,,read,,,,1,0
220223963,Not Quite Dead Yet,Holly  Jackson,"Jackson, Holly",,"=""059397705X""","=""9780593977057""",0,Bantam,Hardcover,400,2025,2025,,2025/08/10,to-read,to-read (#207),to-read,,,,0,0
217163697,My Friends,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1982112824""","=""9781982112820""",0,Atria Books,Hardcover,436,2025,2025,,2025/08/10,"to-read, top-10","to-read (#206), top-10 (#5)",to-read,,,,0,0
216818681,Lorne: The Man Who Invented Saturday Night Live,Susan    Morrison,"Morrison, Susan",,"=""0812988876""","=""9780812988871""",2.0,Random House,Hardcover,656,2025,2025,2025/08/06,2025/03/04,,,read,,,,1,0
124025550,"The Exchange (The Firm, #2)",John Grisham,"Grisham, John",,"=""0385548966""","=""9780385548960""",5.0,Vintage,Kindle Edition,352,2023,2023,2025/08/03,2023/05/27,library-unavailable,library-unavailable (#20),read,,,,1,0
165422,English Creek (Montana Trilogy),Ivan Doig,"Doig, Ivan",,"=""0743271270""","=""9780743271271""",0,Scribner,Paperback,352,2005,1984,,2025/07/24,"to-read, library-unavailable","to-read (#204), library-unavailable (#76)",to-read,,,,0,0
229251932,The Life of Chuck,Stephen  King,"King, Stephen",,"=""1668208792""","=""9781668208793""",0,Scribner,Kindle Edition,128,2025,,,2025/07/04,"to-read, library-unavailable","to-read (#199), library-unavailable (#75)",to-read,,,,0,0
124818,Pearl Harbor: Warning and Decision,Roberta Wohlstetter,"Wohlstetter, Roberta",,"=""0804705984""","=""9780804705981""",0,Stanford University Press,Paperback,446,1962,1962,,2025/06/22,"to-read, library-unavailable","to-read (#195), library-unavailable (#74)",to-read,,,,0,0
52189364,"Shuttle, Houston: My Life in the Center Seat of Mission Control",Paul Dye,"Dye, Paul",,"=""0316454575""","=""9780316454575""",0,Hatchette Books,Hardcover,288,2020,,,2025/06/05,"to-read, library-unavailable","to-read (#193), library-unavailable (#73)",to-read,,,,0,0
218695859,Baddest Man: The Making of Mike Tyson,Mark Kriegel,"Kriegel, Mark",,"=""0735223408""","=""9780735223400""",0,Penguin Press,Hardcover,448,2025,,,2025/06/05,"to-read, library-unavailable","to-read (#192), library-unavailable (#72)",to-read,,,,0,0
221733722,The Tenant,Freida McFadden,"McFadden, Freida",,"=""1464227314""","=""9781464227318""",0,Poisoned Pen Press,Paperback,368,2025,2025,,2025/05/21,"to-read, library-unavailable","to-read (#190), library-unavailable (#71)",to-read,,,,0,0
218075335,Accidentally on Purpose,Kristen Kish,"Kish, Kristen",Stef Ferrari,"=""0316580910""","=""9780316580915""",0,"Little, Brown and Company",Hardcover,352,2025,2025,,2025/05/03,"to-read, library-unavailable","to-read (#189), library-unavailable (#70)",to-read,,,,0,0
60168787,Ask for Andrea,Noelle W. Ihli,"Ihli, Noelle W.",,"=""""","=""""",0,Dynamite Books,ebook,272,2022,2022,,2025/04/09,"to-read, library-unavailable","to-read (#184), library-unavailable (#68)",to-read,,,,0,0
220053088,A Thousand Natural Shocks,Omar Hussain,"Hussain, Omar",,"=""""","=""9798212979139""",0,"Blackstone Publishing, Inc.",Hardcover,324,2025,2025,,2025/07/14,to-read,to-read (#203),to-read,,,,0,0
199798006,We Used to Live Here,Marcus Kliewer,"Kliewer, Marcus",,"=""1982198788""","=""9781982198787""",0,Atria/Emily Bestler Books,Hardcover,312,2024,2024,,2025/07/13,to-read,to-read (#202),to-read,,,,0,0
60811826,I Who Have Never Known Men,Jacqueline Harpman,"Harpman, Jacqueline","Ros Schwartz, Sophie Mackintosh","=""1945492600""","=""9781945492600""",0,Transit Books,Paperback,173,2022,1995,,2025/07/13,to-read,to-read (#201),to-read,,,,0,0
125188440,"The Firm (The Firm, #1)",John Grisham,"Grisham, John",,"=""""","=""""",5.0,Dell,Kindle Edition,498,2023,1991,2025/07/11,2025/07/03,,,read,,,,1,0
216188969,The Crash,Freida McFadden,"McFadden, Freida",,"=""""","=""""",0,Hollywood Upstairs Press,Kindle Edition,388,2025,2025,,2025/03/23,to-read,to-read (#200),to-read,,,,1,0
60601632,"The Perfect Assassin (Doc Savage, #1)",James  Patterson,"Patterson, James",Brian Sitts,"=""1538721872""","=""9781538721872""",5.0,"Little, Brown and Company",Kindle Edition,336,2022,2022,2025/06/28,2024/09/26,,,read,,,,1,0
58989871,"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316296813""","=""9780316296816""",5.0,"Little, Brown Paperbacks",Paperback,256,2022,2021,2025/06/27,2022/05/07,,,read,,,,1,0
220175437,The First Gentleman,Bill Clinton,"Clinton, Bill",James  Patterson,"=""0316565105""","=""9780316565103""",0,"Little, Brown and Company",Hardcover,466,2025,2025,,2025/06/26,to-read,to-read (#198),to-read,,,,0,0
220818107,Atmosphere,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""0593158725""","=""9780593158722""",5.0,Ballantine Books,Kindle Edition,345,2025,2025,2025/06/25,2025/01/02,library-unavailable,library-unavailable (#61),read,,,,1,0
215362027,Dissolution,Nicholas Binge,"Binge, Nicholas",,"=""0593852168""","=""9780593852163""",0,Riverhead Books,Hardcover,384,2025,2025,,2025/06/23,to-read,to-read (#197),to-read,,,,0,0
211004089,Wild Dark Shore,Charlotte McConaghy,"McConaghy, Charlotte",,"=""""","=""""",0,Flatiron Books,Hardcover,298,2025,2025,,2025/06/23,to-read,to-read (#196),to-read,,,,0,0
218671853,Bad Company: Private Equity and the Death of the American Dream,Megan Greenwell,"Greenwell, Megan",,"=""0063299356""","=""9780063299351""",0,Dey Street Books,Hardcover,294,2025,2025,,2025/06/20,to-read,to-read (#194),to-read,,,,0,0
195967140,The Teacher,Freida McFadden,"McFadden, Freida",,"=""1728296218""","=""9781728296210""",5.0,Poisoned Pen Press,Paperback,379,2024,2024,2025/05/20,2025/02/15,library-unavailable,library-unavailable (#64),read,,,,1,0
217387838,The Man Made of Smoke,Alex North,"North, Alex",,"=""""","=""""",0,Celadon Books,Hardcover,310,2025,2025,,2025/05/21,to-read,to-read (#191),to-read,,,,0,0
53660995,Rita Hayworth and Shawshank Redemption,Stephen  King,"King, Stephen",,"=""1982163275""","=""9781982163273""",4.0,Scribner,Kindle Edition,128,2020,1982,2025/05/18,2025/02/03,,,read,,,,1,0
10146802,How I Killed Pluto and Why It Had It Coming,Mike    Brown,"Brown, Mike",Ryan Gesell,"=""0307932699""","=""9780307932693""",0,Random House Audio,Audiobook,0,2010,2010,,2025/04/28,to-read,to-read (#188),to-read,,,,0,0
57926350,Bourdain: The Definitive Oral Biography,Laurie Woolever,"Woolever, Laurie",,"=""0062909126""","=""9780062909121""",5.0,HarperCollins Publishers Ltd,Kindle Edition,442,2021,2021,2025/04/27,2025/03/20,,,read,,,,1,0
40045986,The Last Letter,Rebecca Yarros,"Yarros, Rebecca",,"=""1640635335""","=""9781640635333""",0,Entangled: Amara,Paperback,426,2019,2019,,2025/04/19,to-read,to-read (#187),to-read,,,,0,0
31159759,The Gatekeepers: How the White House Chiefs of Staff Define Every Presidency,Chris Whipple,"Whipple, Chris",,"=""0804138249""","=""9780804138246""",0,Crown Publishing Group,Hardcover,384,2017,2017,,2025/04/12,to-read,to-read (#186),to-read,,,,0,0
219838010,Big Dumb Eyes: Stories from a Simpler Mind,Nate Bargatze,"Bargatze, Nate",,"=""1538768461""","=""9781538768464""",0,Grand Central Publishing,Hardcover,240,2025,2025,,2025/04/09,to-read,to-read (#185),to-read,,,,0,0
49680556,"Ark (Forward Collection, #1)",Veronica Roth,"Roth, Veronica",,"=""154209206X""","=""9781542092067""",0,Amazon Original Stories,Kindle Edition,45,2019,2019,,2025/04/09,to-read,to-read (#183),to-read,,,,0,0
57361474,Local Woman Missing,Mary Kubica,"Kubica, Mary",,"=""077831166X""","=""9780778311669""",0,Park Row,Paperback,356,2021,2021,,2024/06/25,to-read,to-read (#136),to-read,,,,0,0
30689366,Say Nothing,Brad Parks,"Parks, Brad",,"=""1101985593""","=""9781101985595""",0,Dutton,Hardcover,448,2017,2017,,2025/04/07,to-read,to-read (#182),to-read,,,,0,0
50245253,Interference,Brad Parks,"Parks, Brad",,"=""1542020360""","=""9781542020367""",5.0,Thomas & Mercer,Kindle Edition,397,2020,2020,2025/04/07,2020/08/27,library-unavailable,library-unavailable (#2),read,,,,1,0
39786095,Tell No One,Harlan Coben,"Coben, Harlan",,"=""""","=""""",4.0,Dell,Kindle Edition,396,2009,2001,2023/02/04,2022/10/08,,,read,,,,1,0
109487,Blood and Thunder: An Epic of the American West,Hampton Sides,"Sides, Hampton",,"=""0385507771""","=""9780385507776""",0,Doubleday,Hardcover,460,2006,2006,,2025/04/04,to-read,to-read (#181),to-read,,,,0,0
20897517,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,Hampton Sides,"Sides, Hampton",,"=""0385535376""","=""9780385535373""",0,Doubleday,Hardcover,454,2014,2014,,2025/04/04,to-read,to-read (#180),to-read,,,,0,0
94799,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,Hampton Sides,"Sides, Hampton",,"=""038549565X""","=""9780385495653""",5.0,Vintage,Paperback,344,2002,2001,2025/04/04,2025/03/05,,,read,,,,1,0
6442769,Paper Towns,John  Green,"Green, John",Gázsity Mila,"=""014241493X""","=""9780142414934""",5.0,Speak,Paperback,305,2009,2008,2025/04/04,2025/02/18,,,read,,,,1,0
16127,"The Tycoons: How Andrew Carnegie, John D. Rockefeller, Jay Gould and J.P. Morgan Invented the American Supereconomy",Charles R. Morris,"Morris, Charles R.",,"=""0805081348""","=""9780805081343""",0,Holt Paperbacks,Paperback,400,2006,2005,,2025/03/24,"to-read, library-unavailable","to-read (#179), library-unavailable (#67)",to-read,,,,0,0
222291600,Legends and Soles: The Memoir of an American Original,Sonny Vaccaro; Armen Keteyian,"Keteyian, Sonny Vaccaro; Armen",Armen Keteyian,"=""""","=""9798228349438""",0,"Blackstone Publishing, Inc.",Audio CD,1,2025,,,2025/03/05,"to-read, library-unavailable","to-read (#175), library-unavailable (#66)",to-read,,,,0,0
15857716,Henry J. Kaiser: Builder in the Modern American West (American Studies Series),Mark S. Foster,"Foster, Mark S.",,"=""0292742266""","=""9780292742260""",0,University of Texas Press,Paperback,406,1989,1989,,2025/02/25,"to-read, library-unavailable","to-read (#173), library-unavailable (#65)",to-read,,,,0,0
200624139,In Ascension,Martin MacInnes,"MacInnes, Martin",,"=""""","=""""",5.0,Atlantic Monthly Press,Kindle Edition,382,2024,2024,2025/03/26,2025/01/31,,,read,,,,1,0
62080187,Never Lie,Freida McFadden,"McFadden, Freida",,"=""""","=""""",5.0,Hollywood Upstairs Press,Kindle Edition,286,2022,2022,2025/03/22,2025/03/19,,,read,,,,1,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",0,MTV Books/Pocket Books,Hardcover,213,1999,1999,,2025/03/21,to-read,to-read (#178),to-read,,,,0,0
216497043,Care and Feeding,Laurie Woolever,"Woolever, Laurie",,"=""0063327600""","=""9780063327603""",0,Ecco,Hardcover,352,2025,,,2025/03/20,to-read,to-read (#177),to-read,,,,0,0
201915708,"The Elias Network (Caspian Anderson, #1)",Simon Gervais,"Gervais, Simon",,"=""1662518528""","=""9781662518522""",4.0,Thomas & Mercer,Kindle Edition,349,2024,2024,2025/03/18,2024/10/12,,,read,,,,1,0
49085770,Looking for Alaska,John  Green,"Green, John",,"=""""","=""""",5.0,Speak ,Kindle Edition,227,2019,2005,2025/03/11,2025/02/18,,,read,,,,1,0
199798785,Challenger: A True Story of Heroism and Disaster on the Edge of Space,Adam Higginbotham,"Higginbotham, Adam",,"=""198217661X""","=""9781982176617""",0,Avid Reader Press / Simon & Schuster,Hardcover,563,2024,2024,,2024/05/01,"to-read, library-unavailable","to-read (#124), library-unavailable (#45)",to-read,,,,0,0
209193632,Be Ready When the Luck Happens,Ina Garten,"Garten, Ina",,"=""0593799801""","=""9780593799802""",0,Crown,Kindle Edition,320,2024,2024,,2025/03/07,to-read,to-read (#176),to-read,,,,0,0
216351856,"The Maid's Secret (Molly the Maid, #3)",Nita Prose,"Prose, Nita",,"=""0593875419""","=""9780593875414""",0,Ballantine Books,Hardcover,336,2025,2025,,2025/03/02,to-read,to-read (#174),to-read,,,,0,0
62848145,"The Housemaid's Secret (The Housemaid, #2)",Freida McFadden,"McFadden, Freida",,"=""1837901317""","=""9781837901319""",5.0,Bookouture,Kindle Edition,311,2023,2023,2025/02/25,2023/12/10,library-unavailable,library-unavailable (#38),read,,,,1,0
208503280,The Boyfriend,Freida McFadden,"McFadden, Freida",,"=""1728296226""","=""9781728296227""",0,Poisoned Pen Press,Paperback,368,2024,2024,,2025/02/15,"to-read, library-unavailable","to-read (#169), library-unavailable (#63)",to-read,,,,0,0
36217425,"Th1rt3en (Eddie Flynn, #4)",Steve Cavanagh,"Cavanagh, Steve",,"=""1409170667""","=""9781409170662""",0,Orion,Paperback,356,2018,2018,,2025/02/05,"to-read, library-unavailable","to-read (#167), library-unavailable (#62)",to-read,,,,0,0
54860585,Razorblade Tears,S.A. Cosby,"Cosby, S.A.",,"=""""","=""""",0,Flatiron Books,Hardcover,336,2021,2021,,2025/02/20,to-read,to-read (#172),to-read,,,,0,0
199700434,The God of the Woods,Liz    Moore,"Moore, Liz",,"=""0593418913""","=""9780593418918""",0,Riverhead Books,Hardcover,496,2024,2024,,2025/02/20,to-read,to-read (#171),to-read,,,,0,0
37799979,Cape Fear,John D. MacDonald,"MacDonald, John D.",,"=""""","=""""",5.0,Random House,Kindle Edition,206,2014,1957,2025/02/19,2025/02/16,,,read,,,,1,0
59851384,The Blackbriar Genesis (Blackbriar #1),Simon Gervais,"Gervais, Simon",,"=""0593419987""","=""9780593419984""",2.0,G.P. Putnam's Sons,Kindle Edition,384,2022,2022,2025/02/02,2025/02/02,,,read,,,,1,0
220341389,Everything Is Tuberculosis: The History and Persistence of Our Deadliest Infection,John  Green,"Green, John",,"=""0525556575""","=""9780525556572""",0,Crash Course Books,Hardcover,198,2025,2025,,2025/02/18,to-read,to-read (#170),to-read,,,,0,0
127463547,First Lie Wins,Ashley Elston,"Elston, Ashley",,"=""""","=""""",5.0,Pamela Dorman Books,Kindle Edition,348,2024,2024,2025/02/15,2024/12/08,,,read,,,,1,0
27213329,Grit: The Power of Passion and Perseverance,Angela Duckworth,"Duckworth, Angela",,"=""1443442313""","=""9781443442312""",0,Collins,Hardcover,277,2016,2016,,2025/02/11,to-read,to-read (#168),to-read,,,,0,0
33215733,Us,David Nicholls,"Nicholls, David",,"=""""","=""""",4.0,Harper,Kindle Edition,419,2014,2014,2025/02/10,2025/01/02,,,read,,,,1,0
10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,"Krakauer, Jon",,"=""0330419129""","=""9780330419123""",0,Pan MacMillan,Paperback,432,2004,2003,,2025/02/03,to-read,to-read (#166),to-read,,,,0,0
182733784,Nuclear War: A Scenario,Annie Jacobsen,"Jacobsen, Annie",,"=""0593476093""","=""9780593476093""",0,Dutton,Hardcover,373,2024,2024,,2025/02/03,to-read,to-read (#165),to-read,,,,0,0
43188104,Sweet Sorrow,David Nicholls,"Nicholls, David",,"=""1444715410""","=""9781444715415""",4.0,Hachette,Paperback,405,2019,2019,2025/01/09,2025/01/02,,,read,,,,1,0
17563539,The Egg,Andy Weir,"Weir, Andy",,"=""""","=""""",5.0,Andy Weir / Galactanet,ebook,3,2009,2009,2025/01/25,2019/09/17,library-unavailable,library-unavailable (#1),read,,,,1,0
52661266,"Flash Crash: A Trading Savant, a Global Manhunt, and the Most Mysterious Market Crash in History",Liam Vaughan,"Vaughan, Liam",,"=""0385543654""","=""9780385543651""",5.0,Doubleday Books,Hardcover,272,2020,2020,2025/01/31,2020/04/28,,,read,,,,1,0
210375937,Worst Case Scenario,T.J. Newman,"Newman, T.J.",,"=""0316577871""","=""9780316577878""",4.0,"Little, Brown and Company",Kindle Edition,321,2024,2024,2025/01/24,2024/06/05,,,read,,,,1,0
53138124,The Stowaway,James S. Murray,"Murray, James S.",Darren Wearmouth,"=""1250263654""","=""9781250263650""",5.0,St. Martin's Press,Hardcover,320,2021,2021,2025/01/15,2025/01/15,,,read,,,,1,0
256008,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,"McMurtry, Larry",,"=""067168390X""","=""9780671683900""",0,Pocket Books,Mass Market Paperback,960,1999,1985,,2025/01/11,to-read,to-read (#164),to-read,,,,0,0
29095634,Born to Run,Bruce Springsteen,"Springsteen, Bruce",,"=""""","=""""",4.0,Simon & Schuster,Kindle Edition,546,2016,2016,2025/01/11,2024/12/08,,,read,,,,1,0
63241104,Tom Lake,Ann Patchett,"Patchett, Ann",,"=""006332752X""","=""9780063327528""",0,Harper,Hardcover,320,2023,2023,,2024/12/28,to-read,to-read (#163),to-read,,,,0,0
191746386,"The Wide Wide Sea: Imperial Ambition, First Contact and the Fateful Final Voyage of Captain James Cook",Hampton Sides,"Sides, Hampton",,"=""0385544766""","=""9780385544764""",0,Doubleday,Hardcover,408,2024,2024,,2024/12/28,to-read,to-read (#162),to-read,,,,0,0
26160586,Dear Mr. You,Mary-Louise Parker,"Parker, Mary-Louise",,"=""1501107852""","=""9781501107856""",3.0,Scribner,Kindle Edition,242,2015,2015,2024/12/22,2024/12/08,,,read,,,,1,0
214172333,The Second-Smartest Dog That Ever Lived,Will Pass,"Pass, Will",,"=""""","=""9798989180516""",0,Thiessen Press,Paperback,387,2024,,,2024/12/15,"to-read, library-unavailable","to-read (#160), library-unavailable (#59)",to-read,,,,0,0
207294155,Raised by a Serial Killer: Discovering the Truth About My Father,April Balascio,"Balascio, April",,"=""1982177039""","=""9781982177034""",0,Gallery Books,Hardcover,352,2024,2024,,2024/12/13,"to-read, library-unavailable","to-read (#159), library-unavailable (#58)",to-read,,,,0,0
203956674,"The Small and the Mighty: Twelve Unsung Americans Who Changed the Course of History, from the Founding to the Civil Rights Movement",Sharon McMahon,"McMahon, Sharon",,"=""0593541677""","=""9780593541678""",0,Thesis,Hardcover,307,2024,2024,,2024/12/12,"to-read, library-unavailable","to-read (#158), library-unavailable (#57)",to-read,,,,0,0
207567776,Why I Cook,Tom Colicchio,"Colicchio, Tom",,"=""1648291287""","=""9781648291289""",0,Artisan,Hardcover,320,2024,,,2024/11/15,"to-read, library-unavailable","to-read (#151), library-unavailable (#56)",to-read,,,,0,0
54304287,The Founders: The Story of Paypal and the Entrepreneurs Who Shaped Silicon Valley,Jimmy Soni,"Soni, Jimmy",,"=""1501197266""","=""9781501197260""",3.0,Simon & Schuster,Hardcover,496,2022,2022,2024/12/16,2024/01/13,library-unavailable,library-unavailable (#41),read,,,,1,0
9418327,Bossypants,Tina Fey,"Fey, Tina",,"=""""","=""""",0,Reagan Arthur Books,ebook,283,2011,2011,,2024/12/08,to-read,to-read (#157),to-read,,,,0,0
5345,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,"Grisham, John",,"=""0385517238""","=""9780385517232""",4.0,Doubleday,Hardcover,360,2006,2006,,2018/06/25,,,read,,,,1,0
198688460,Good Material,Dolly Alderton,"Alderton, Dolly",,"=""059380130X""","=""9780593801307""",0,Knopf,Hardcover,319,2024,2023,,2024/12/08,to-read,to-read (#156),to-read,,,,0,0
208516656,Here One Moment,Liane Moriarty,"Moriarty, Liane",,"=""0593798600""","=""9780593798607""",0,Crown,Hardcover,512,2024,2024,,2024/12/08,to-read,to-read (#155),to-read,,,,0,0
208931300,Intermezzo,Sally Rooney,"Rooney, Sally",,"=""0374602638""","=""9780374602635""",0,"Farrar, Straus and Giroux",Hardcover,464,2024,2024,,2024/12/08,to-read,to-read (#154),to-read,,,,0,0
198902277,The Wedding People,Alison Espach,"Espach, Alison",,"=""""","=""""",0,Henry Holt and Company,Hardcover,367,2024,2024,,2024/12/05,to-read,to-read (#153),to-read,,,,0,0
199928985,The Lost Story,Meg Shaffer,"Shaffer, Meg",,"=""0593598881""","=""9780593598887""",3.0,Ballantine Books,Kindle Edition,352,2024,2024,2024/12/04,2024/05/25,,,read,,,,1,0
26191204,"The Pentagon's Brain: An Uncensored History of DARPA, America's Top-Secret Military Research Agency",Annie Jacobsen,"Jacobsen, Annie",,"=""0316371653""","=""9780316371650""",1.0,"Little, Brown and Company",Kindle Edition,578,2015,2015,2024/11/27,2024/10/19,,,read,,,,1,0
