Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
222376793,Family of Spies,Christine Kuehn,"Kuehn, Christine",,"=""1250344468""","=""9781250344465""",0,Celadon Books,Hardcover,272,2025,2025,,2025/12/24,to-read,to-read (#245),to-read,,,,0,0
34594037,Magic for Liars,Sarah Gailey,"Gailey, Sarah",,"=""1250174600""","=""9781250174604""",0,Tor,Kindle Edition,336,2019,2019,,2025/12/20,to-read,to-read (#243),to-read,,,,0,0
173404111,Tiger Tiger: His Life as It's Never Been Told Before,James  Patterson,"Patterson, James",Peter de Jonge,"=""031643860X""","=""9780316438605""",4.0,"Little, Brown and Company",Hardcover,448,2024,2024,2025/12/17,2024/06/05,,,read,,,,1,0
223614634,The Merge,Grace          Walker,"Walker, Grace",,"=""0063446731""","=""9780063446731""",0,Mariner Books,Hardcover,320,2025,2025,,2025/12/06,"to-read, top-10","to-read (#242), top-10 (#10)",to-read,,,,0,0
222733476,"The Idaho Four: An American Tragedy (James Patterson True Crime, 3)",James  Patterson,"Patterson, James",Vicky Ward,"=""0316572853""","=""9780316572859""",0,"Little, Brown and Company",Hardcover,448,2025,2025,,2025/12/06,to-read,to-read (#241),to-read,,,,0,0
218460337,The Compound,Aisling Rawle,"Rawle, Aisling",,"=""0593977270""","=""9780593977279""",0,Random House,Hardcover,292,2025,2025,,2025/12/06,to-read,to-read (#240),to-read,,,,0,0
57937453,All Her Fault,Andrea Mara,"Mara, Andrea",,"=""1473589444""","=""9781473589445""",5.0,Transworld Digital,Kindle Edition,389,2021,2021,2025/12/01,2025/11/04,,,read,,,,1,0
55872864,"Power Play: Tesla, Elon Musk, and the Bet of the Century",Tim Higgins,"Higgins, Tim",,"=""0385545452""","=""9780385545457""",0,Doubleday,Hardcover,400,2021,2021,,2023/08/17,"to-read, top-10, library-unavailable","to-read (#82), top-10 (#4), library-unavailable (#80)",to-read,,,,0,0
221633922,"Never Flinch (Holly Gibney, #4)",Stephen  King,"King, Stephen",,"=""1668089351""","=""9781668089354""",5.0,Scribner,Kindle Edition,448,2025,2025,2025/10/31,2025/05/21,all-time-faves,all-time-faves (#102),read,,,,1,0
51182571,Blacktop Wasteland,S.A. Cosby,"Cosby, S.A.",,"=""""","=""""",5.0,Flatiron Books,Hardcover,285,2020,2020,2025/11/04,2020/12/19,all-time-faves,all-time-faves (#101),read,,,,1,0
220377436,Who Knew,Barry Diller,"Diller, Barry",,"=""1668096870""","=""9781668096871""",0,Simon & Schuster,Hardcover,336,2025,,,2025/08/15,to-read,to-read (#210),to-read,,,,0,0
220476359,I Regret Almost Everything,Keith McNally,"McNally, Keith",,"=""""","=""""",2.0,Gallery Books,Kindle Edition,320,2025,2025,2025/11/24,2025/08/15,,,read,,,,1,0
219234429,"The Perfect Divorce (Perfect, #2)",Jeneva Rose,"Rose, Jeneva",,"=""""","=""9798874620950""",5.0,Blackstone Publishing,Kindle Edition,335,2025,2025,2025/11/16,2025/11/07,,,read,,,,1,0
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,"=""0375725784""","=""9780375725784""",0,Vintage,Paperback,530,2001,2000,,2025/11/05,to-read,to-read (#234),to-read,,,,0,0
228018711,2024: How Trump Retook the White House and the Democrats Lost America,Josh Dawsey,"Dawsey, Josh",,"=""059383254X""","=""9780593832547""",3.0,Penguin Press,Kindle Edition,416,2025,,2025/10/26,2025/07/23,,,read,,,,1,0
150260823,Listen for the Lie,Amy Tintera,"Tintera, Amy",,"=""""","=""""",0,Celadon Books,Kindle Edition,338,2024,2024,,2025/10/20,to-read,to-read (#232),to-read,,,,0,0
61032435,You Shouldn't Have Come Here,Jeneva Rose,"Rose, Jeneva",,"=""""","=""9798212182829""",4.0,Blackstone Publishing,Kindle Edition,309,2023,2023,2025/10/18,2025/10/13,,,read,,,,1,0
207037941,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",0,Spectra,Kindle Edition,752,2024,2006,,2025/10/17,to-read,to-read (#231),to-read,,,,0,0
209786389,Framed: Astonishing True Stories of Wrongful Convictions,John Grisham,"Grisham, John",Jim McCloskey,"=""0385550448""","=""9780385550444""",4.0,Doubleday,Hardcover,368,2024,2024,2025/09/17,2024/09/08,,,read,,,,1,0
218229236,The Boomerang,Robert  Bailey,"Bailey, Robert",,"=""1662516673""","=""9781662516672""",5.0,Thomas & Mercer,Kindle Edition,416,2025,2025,2025/10/13,2025/04/11,all-time-faves,all-time-faves (#100),read,,,,1,0
224003977,Widow's Point: The Complete Haunting,Richard Chizmar,"Chizmar, Richard",W.H. Chizmar,"=""1668057700""","=""9781668057704""",0,Gallery Books,Hardcover,336,2025,2025,,2025/10/09,to-read,to-read (#228),to-read,,,,0,0
59808190,Your Table Is Ready: Tales of a New York City Maître D',Michael Cecchi-Azzolina,"Cecchi-Azzolina, Michael",,"=""1250281989""","=""9781250281982""",0,St. Martin's Press,Hardcover,304,2022,2022,,2025/10/07,to-read,to-read (#226),to-read,,,,0,0
44628,"The Last Shot: City Streets, Basketball Dreams",Darcy Frey,"Frey, Darcy",,"=""0618446710""","=""9780618446711""",0,Mariner Books,Paperback,233,2004,1994,,2025/10/04,to-read,to-read (#224),to-read,,,,0,0
223688905,Twice,Mitch Albom,"Albom, Mitch",,"=""006240668X""","=""9780062406682""",0,Harper,Hardcover,320,2025,2025,,2025/10/02,to-read,to-read (#222),to-read,,,,0,0
228691222,Remain,Nicholas Sparks,"Sparks, Nicholas",M. Night Shyamalan,"=""""","=""9798217154043""",0,Random House,Hardcover,335,2025,,,2025/10/02,to-read,to-read (#221),to-read,,,,0,0
59028418,How to Stop Time,Matt Haig,"Haig, Matt",,"=""""","=""""",4.0,Penguin,Kindle Edition,333,2018,2017,2025/10/01,2021/03/01,,,read,,,,1,0
193993695,Home Is Where the Bodies Are,Jeneva Rose,"Rose, Jeneva",,"=""""","=""9798212182867""",5.0,Blackstone Publishing,Kindle Edition,295,2024,2024,2025/09/27,2025/09/20,,,read,,,,1,0
138505710,Doppelganger: A Trip into the Mirror World,Naomi Klein,"Klein, Naomi",,"=""0374610320""","=""9780374610326""",0,"Farrar, Straus and Giroux",Hardcover,416,2023,2023,,2025/09/26,to-read,to-read (#220),to-read,,,,0,0
195791688,Burn Book: A Tech Love Story,Kara Swisher,"Swisher, Kara",,"=""1982163895""","=""9781982163891""",0,Simon & Schuster,Hardcover,305,2024,2024,,2025/09/26,to-read,to-read (#219),to-read,,,,0,0
222725518,Empire of AI: Dreams and Nightmares in Sam Altman's OpenAI,Karen Hao,"Hao, Karen",,"=""0593657519""","=""9780593657515""",0,Penguin Press,Kindle Edition,501,2025,2025,,2025/09/26,"to-read, top-10","to-read (#218), top-10 (#14)",to-read,,,,0,0
32542,"A Time to Kill (Jake Brigance, #1)",John Grisham,"Grisham, John",,"=""""","=""""",5.0,Dell,Mass Market Paperback,738,2004,1989,,2018/06/25,all-time-faves,all-time-faves (#99),read,,,,1,0
5351,The Street Lawyer,John Grisham,"Grisham, John",,"=""0385339097""","=""9780385339094""",5.0,Bantam,Paperback,384,2005,1998,,2018/06/25,all-time-faves,all-time-faves (#98),read,,,,1,0
5359,The Client,John Grisham,"Grisham, John",,"=""0385339089""","=""9780385339087""",5.0,Delta Trade Paperbacks,Paperback,483,2005,1993,,2018/06/25,all-time-faves,all-time-faves (#97),read,,,,1,0
5358,"The Firm (Penguin Readers, Level 5)",Robin Waterfield,"Waterfield, Robin",John Grisham,"=""0582418275""","=""9780582418271""",5.0,Addison Wesley Publishing Company,Paperback,76,2000,1995,,2018/06/25,all-time-faves,all-time-faves (#96),read,,,,1,0
599,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,"Klosterman, Chuck",,"=""0743236017""","=""9780743236010""",5.0,Scribner,Paperback,272,2004,2003,2007/01/01,2020/07/08,all-time-faves,all-time-faves (#95),read,,,,1,0
75816,Fantasyland: True Tales from America's Most Compulsive Fantasy Baseball League,Sam  Walker,"Walker, Sam",,"=""0143038435""","=""9780143038436""",5.0,Penguin Publishing Group,Paperback,368,2007,2006,2008/01/01,2016/07/15,all-time-faves,all-time-faves (#94),read,,,,1,0
6326920,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal",Ben Mezrich,"Mezrich, Ben",,"=""0385529376""","=""9780385529372""",5.0,Doubleday,Hardcover,255,2009,2009,2009/01/01,2014/11/23,all-time-faves,all-time-faves (#93),read,,,,1,0
10673576,The Postmortal,Drew Magary,"Magary, Drew",,"=""0143119826""","=""9780143119821""",5.0,Penguin Group USA,Paperback,369,2011,2011,2011/01/01,2014/11/23,all-time-faves,all-time-faves (#91),read,,,,1,0
9359172,The Extra 2%: How Wall Street Strategies Took a Major League Baseball Team from Worst to First,Jonah Keri,"Keri, Jonah",Mark Cuban,"=""0345517652""","=""9780345517654""",5.0,ESPN Books,Hardcover,272,2011,2011,2011/01/01,2014/11/23,all-time-faves,all-time-faves (#90),read,,,,1,0
18887015,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""""","=""""",5.0,"Little, Brown and Company",ebook,353,2013,2013,2012/01/01,2014/11/23,all-time-faves,all-time-faves (#89),read,,,,1,0
13152668,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever",Jack McCallum,"McCallum, Jack",,"=""0345520483""","=""9780345520487""",5.0,Ballantine Books,Hardcover,352,2012,2012,2012/01/01,2014/11/23,all-time-faves,all-time-faves (#88),read,,,,1,0
17802731,"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal",Nick Bilton,"Bilton, Nick",,"=""1101605235""","=""9781101605233""",5.0,Portfolio,Kindle Edition,321,2013,2013,2013/01/01,2014/11/23,all-time-faves,all-time-faves (#87),read,,,,1,0
18849737,I Wear the Black Hat: Grappling with Villains (Real and Imagined),Chuck Klosterman,"Klosterman, Chuck",,"=""""","=""""",5.0,Scribner,Kindle Edition,225,2013,2013,2013/01/01,2014/11/23,all-time-faves,all-time-faves (#86),read,,,,1,0
18890354,"Ship It Holla Ballas!: How a Bunch of 19-Year-Old College Dropouts Used the Internet to Become Poker's Loudest, Craziest, and Richest Crew",Jonathan Grotenstein,"Grotenstein, Jonathan",Storms Reback,"=""""","=""""",5.0,St. Martin's Press,Kindle Edition,320,2013,2013,2013/01/01,2014/11/23,all-time-faves,all-time-faves (#85),read,,,,1,0
20118661,Things a Little Bird Told Me: Confessions of the Creative Mind,Biz Stone,"Stone, Biz",,"=""1455528730""","=""9781455528738""",5.0,Grand Central Publishing,Kindle Edition,239,2014,2014,2014/01/01,2014/11/23,all-time-faves,all-time-faves (#84),read,,,,1,0
20639917,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,"=""0393244679""","=""9780393244670""",5.0,W. W. Norton & Company,Kindle Edition,323,2014,2014,2014/07/01,2014/11/23,all-time-faves,all-time-faves (#83),read,,,,1,0
20234883,The Blind Side,Michael   Lewis,"Lewis, Michael",,"=""""","=""""",5.0,W. W. Norton & Company,Kindle Edition,352,2009,2006,2014/11/23,2014/11/23,all-time-faves,all-time-faves (#82),read,,,,1,0
22063607,"The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,"=""""","=""""",5.0,Simon & Schuster,Kindle Edition,560,2014,2014,2014/12/26,2014/11/23,all-time-faves,all-time-faves (#81),read,,,,1,0
17340017,The Lagunitas Story: So you want to start a brewery..?,Tony Magee,"Magee, Tony",,"=""0985356456""","=""9780985356453""",5.0,Charles Pinot,Paperback,238,2012,2012,2015/03/01,2014/12/30,all-time-faves,all-time-faves (#80),read,,,,1,0
22535480,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301268""","=""9780062301260""",5.0,Ecco,ebook,416,2015,2015,2015/07/25,2015/09/14,all-time-faves,all-time-faves (#79),read,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5.0,Crown Publishers,Hardcover,369,2014,2011,2015/08/14,2015/08/14,all-time-faves,all-time-faves (#78),read,,,,1,0
26889576,The Big Short: Inside the Doomsday Machine,Michael   Lewis,"Lewis, Michael",,"=""039335315X""","=""9780393353150""",5.0,W. W. Norton & Company,Paperback,291,2015,2010,2016/02/17,2015/12/18,all-time-faves,all-time-faves (#77),read,,,,1,0
25614898,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""081298840X""","=""9780812988406""",5.0,Random House,Hardcover,229,2016,2016,2017/01/25,2016/12/06,all-time-faves,all-time-faves (#76),read,,,,1,0
31920777,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,"Bilton, Nick",,"=""1591848148""","=""9781591848141""",5.0,Portfolio,Hardcover,328,2017,2017,2017/10/17,2017/08/10,all-time-faves,all-time-faves (#75),read,,,,1,0
29868612,A Life in Parts,Bryan Cranston,"Cranston, Bryan",,"=""1476793859""","=""9781476793856""",5.0,Scribner,Hardcover,276,2016,2016,2017/11/10,2017/08/15,all-time-faves,all-time-faves (#74),read,,,,1,0
35097384,Artemis,Andy Weir,"Weir, Andy",,"=""0553448137""","=""9780553448139""",5.0,Crown,ebook,322,2017,2017,2017/12/18,2017/08/02,all-time-faves,all-time-faves (#73),read,,,,1,0
18492220,"The Arsenal of Democracy: FDR, Detroit, and an Epic Quest to Arm an America at War",A.J. Baime,"Baime, A.J.",,"=""0547719280""","=""9780547719283""",5.0,Houghton Mifflin Harcourt,Hardcover,364,2014,2014,2018/01/12,2017/11/30,all-time-faves,all-time-faves (#72),read,,,,1,0
33413891,The Accidental President: Harry S. Truman and the Four Months That Changed the World,A.J. Baime,"Baime, A.J.",,"=""0544617347""","=""9780544617346""",5.0,Houghton Mifflin Harcourt,Hardcover,464,2017,2017,2018/02/23,2018/02/12,all-time-faves,all-time-faves (#71),read,,,,1,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",5.0,Random House,Hardcover,475,2010,2010,2018/03/05,2018/02/14,all-time-faves,all-time-faves (#70),read,,,,1,0
40004706,Evicted: Poverty and Profit in the American City,Matthew Desmond,"Desmond, Matthew",,"=""""","=""""",5.0,Broadway Books,Kindle Edition,434,2016,2016,2018/05/16,2018/03/19,all-time-faves,all-time-faves (#69),read,,,,1,0
36247169,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",5.0,Random House,ebook,336,2018,2018,2018/05/29,2018/03/19,all-time-faves,all-time-faves (#68),read,,,,1,0
39828496,Chesapeake Requiem: A Year With the Watermen of Vanishing Tangier Island,Earl Swift,"Swift, Earl",,"=""0062661418""","=""9780062661418""",5.0,Mariner Books,Kindle Edition,506,2018,2018,2018/08/21,2018/08/01,all-time-faves,all-time-faves (#67),read,,,,1,0
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",5.0,William Morrow,Kindle Edition,872,2015,2015,2018/09/05,2018/08/06,all-time-faves,all-time-faves (#66),read,,,,1,0
40389527,The Woman in the Window,A.J. Finn,"Finn, A.J.",,"=""""","=""""",5.0,William Morrow,Kindle Edition,455,2018,2018,2018/09/21,2018/06/25,all-time-faves,all-time-faves (#65),read,,,,1,0
37684362,The Outsider,Stephen  King,"King, Stephen",,"=""""","=""""",5.0,Scribner,ebook,577,2018,2018,2019/04/22,2018/12/05,all-time-faves,all-time-faves (#64),read,,,,1,0
41134079,The Chief: The Life and Turbulent Times of Chief Justice John Roberts,Joan Biskupic,"Biskupic, Joan",,"=""""","=""""",5.0,Basic Books,Kindle Edition,433,2019,2019,2019/07/11,2019/03/22,all-time-faves,all-time-faves (#63),read,,,,1,0
41703776,"Bitcoin Billionaires: A True Story of Genius, Betrayal, and Redemption",Ben Mezrich,"Mezrich, Ben",,"=""125021775X""","=""9781250217752""",5.0,Flatiron Books,Kindle Edition,279,2019,2019,2019/07/14,2019/02/08,all-time-faves,all-time-faves (#62),read,,,,1,0
5497777,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""""","=""""",5.0,Crown ,Kindle Edition,352,2006,2006,2019/07/27,2019/07/16,all-time-faves,all-time-faves (#61),read,,,,1,0
45287327,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,"Simsion, Graeme",,"=""""","=""""",5.0,Simon & Schuster,Kindle Edition,316,,2013,2019/07/29,2019/05/21,all-time-faves,all-time-faves (#60),read,,,,1,0
38217645,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America",Beth Macy,"Macy, Beth",,"=""0316551287""","=""9780316551281""",5.0,"Little, Brown",Kindle Edition,384,2018,2018,2019/09/18,2018/08/01,all-time-faves,all-time-faves (#59),read,,,,1,0
44599442,Super Pumped: The Battle for Uber,Mike Isaac,"Isaac, Mike",,"=""0393652254""","=""9780393652253""",5.0,W. W. Norton & Company,Kindle Edition,410,2019,2019,2020/01/04,2019/09/06,all-time-faves,all-time-faves (#58),read,,,,1,0
40203647,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,"Gottlieb, Lori",,"=""""","=""""",5.0,Harper,Kindle Edition,413,2019,2019,2020/01/12,2019/04/21,all-time-faves,all-time-faves (#57),read,,,,1,0
6569735,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",5.0,Broadway Books,Kindle Edition,370,2009,2009,2020/01/21,2018/12/13,all-time-faves,all-time-faves (#56),read,,,,1,0
39218350,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive",Stephanie  Land,"Land, Stephanie",Barbara Ehrenreich,"=""""","=""""",5.0,Hachette Books,Hardcover,289,2019,2019,2020/03/18,2018/06/06,all-time-faves,all-time-faves (#55),read,,,,1,0
52117393,That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea,Marc Randolph,"Randolph, Marc",,"=""0316530212""","=""9780316530217""",5.0,"Little, Brown and Company",Kindle Edition,337,2019,2019,2020/04/08,2019/12/04,all-time-faves,all-time-faves (#54),read,,,,1,0
41941223,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759805""","=""9781524759803""",5.0,Ballantine Books,Kindle Edition,324,2019,2019,2020/05/18,2019/12/10,all-time-faves,all-time-faves (#53),read,,,,1,0
45697427,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""""","=""""",5.0,Ballantine Books,ebook,343,2016,2016,2020/05/25,2020/05/20,all-time-faves,all-time-faves (#52),read,,,,1,0
16101059,Someone Could Get Hurt: A Memoir of Twenty-First-Century Parenthood,Drew Magary,"Magary, Drew",,"=""159240832X""","=""9781592408320""",5.0,Gotham,Hardcover,245,2013,2013,2020/06/20,2020/04/23,all-time-faves,all-time-faves (#51),read,,,,1,0
6645155,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,"Klosterman, Chuck",,"=""0743274482""","=""9780743274487""",5.0,Scribner,Kindle Edition,272,2005,2005,2020/07/14,2018/05/07,all-time-faves,all-time-faves (#50),read,,,,1,0
40645634,Notes from a Young Black Chef,Kwame Onwuachi,"Onwuachi, Kwame",Joshua David Stein,"=""1524732621""","=""9781524732622""",5.0,Knopf,Hardcover,288,2019,2019,2020/07/21,2020/01/31,all-time-faves,all-time-faves (#49),read,,,,1,0
51700803,Eat a Peach,David Chang,"Chang, David",Gabe Ulla,"=""152475921X""","=""9781524759216""",5.0,Clarkson Potter Publishers,Hardcover,290,2020,2020,2020/08/10,2020/04/01,all-time-faves,all-time-faves (#48),read,"Disclaimer: I won a free ARC of this book in a Goodreads giveaway.  I am also a huge fan of David Chang.<br/><br/>My expectations were very high with this book because I love David Chang's podcast and really enjoyed his first book.  I was worried this would be a vanity cash-grabbing project that was superficial and vapid.  I am happy to say this actually exceeded those expectations.  Before the book really even begins, David readily admits his hesitance to write the book and acknowledges all the reasons he shouldn't do it.<br/><br/>He opens up about his life, his struggles and his journey.  He talks about how difficult life is with some of this personal issues and it is really exceptional.  I felt like I was on the journey with him from pompous, depressed chef to (semi) self-actualized businessman.  His self-deprecating prose and astonishing memory of minute details makes this a real page turner.<br/><br/>Highly Recommend.",,,1,0
44306797,Me,Elton John,"John, Elton",,"=""1250147611""","=""9781250147615""",5.0,Henry Holt and Co.,Kindle Edition,401,2019,2019,2020/09/11,2019/10/16,all-time-faves,all-time-faves (#47),read,,,,1,0
4030991,Shoe Dog,Phil Knight,"Knight, Phil",,"=""1501135937""","=""9781501135934""",5.0,Scribner,Kindle Edition,402,2016,2016,2020/11/02,2020/07/31,all-time-faves,all-time-faves (#46),read,,,,1,0
35506211,The Flight Attendant,Chris Bohjalian,"Bohjalian, Chris",,"=""0385542429""","=""9780385542425""",5.0,Doubleday,Kindle Edition,368,2018,2018,2020/11/09,2020/11/02,all-time-faves,all-time-faves (#45),read,,,,1,0
50615712,"Three-Ring Circus: Kobe, Shaq, Phil, and the Crazy Years of the Lakers Dynasty",Jeff Pearlman,"Pearlman, Jeff",,"=""1328530663""","=""9781328530660""",5.0,Mariner Books,Kindle Edition,427,2020,2020,2020/12/15,2020/09/24,all-time-faves,all-time-faves (#44),read,,,,1,0
55361205,A Promised Land,Barack Obama,"Obama, Barack",,"=""1524763187""","=""9781524763183""",5.0,Crown,Kindle Edition,768,2020,2020,2021/01/31,2020/11/16,all-time-faves,all-time-faves (#43),read,,,,1,0
56793452,The Stand,Stephen  King,"King, Stephen",,"=""""","=""""",5.0,Anchor,Kindle Edition,1213,2008,1978,2021/02/23,2020/12/29,all-time-faves,all-time-faves (#42),read,,,,1,0
53568397,"The Midnight Library (The Midnight World, #1)",Matt Haig,"Haig, Matt",,"=""0525559485""","=""9780525559481""",5.0,Viking ,Kindle Edition,288,2020,2020,2021/02/28,2020/12/01,all-time-faves,all-time-faves (#41),read,,,,1,0
49123943,"Along Came a Spider (Alex Cross, #1)",James  Patterson,"Patterson, James",,"=""""","=""""",5.0,"Little, Brown and Company",Kindle Edition,528,2001,1993,2021/05/02,2021/05/02,all-time-faves,all-time-faves (#40),read,,,,1,0
54906250,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""""","=""""",5.0,Ballantine Books,ebook,549,2021,2021,2021/05/17,2020/10/27,all-time-faves,all-time-faves (#39),read,,,,1,0
53930282,The Secret Life of Groceries: The Dark Miracle of the American Supermarket,Benjamin Lorr,"Lorr, Benjamin",,"=""0553459406""","=""9780553459401""",5.0,Avery,Kindle Edition,336,2020,2020,2021/05/23,2020/12/26,all-time-faves,all-time-faves (#38),read,,,,1,0
56993075,Amazon Unbound: Jeff Bezos and the Invention of a Global Empire,Brad Stone,"Stone, Brad",,"=""1982132639""","=""9781982132637""",5.0,Simon & Schuster,Kindle Edition,488,2021,2021,2021/07/05,2021/05/13,all-time-faves,all-time-faves (#37),read,,,,1,0
53715817,"Pappyland: A Story of Family, Fine Bourbon, and the Things That Last",Wright Thompson,"Thompson, Wright",,"=""073522126X""","=""9780735221260""",5.0,Penguin Press,Kindle Edition,256,2020,2020,2021/08/06,2021/06/01,all-time-faves,all-time-faves (#36),read,,,,1,0
56450351,Paradise: One Town's Struggle to Survive an American Wildfire,Lizzie Johnson,"Johnson, Lizzie",,"=""059313639X""","=""9780593136393""",5.0,Crown,Kindle Edition,432,2021,2021,2021/10/20,2021/09/04,all-time-faves,all-time-faves (#35),read,,,,1,0
56048747,"The Plot (The Book Series, #1)",Jean Hanff Korelitz,"Korelitz, Jean Hanff",,"=""""","=""""",5.0,Celadon,Kindle Edition,317,2021,2021,2021/11/12,2021/06/07,all-time-faves,all-time-faves (#34),read,,,,1,0
55577549,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""""","=""""",5.0,Knopf,Kindle Edition,243,2021,2021,2022/02/11,2021/12/09,all-time-faves,all-time-faves (#33),read,,,,1,0
57654400,The Storyteller: Tales of Life and Music,Dave Grohl,"Grohl, Dave",,"=""006307611X""","=""9780063076112""",5.0,Dey Street Books,Kindle Edition,304,2021,2021,2022/04/03,2021/09/28,all-time-faves,all-time-faves (#32),read,,,,1,0
49424935,"The Greatest Beer Run Ever: A Memoir of Friendship, Loyalty, and War","John ""Chick"" Donohue","Donohue, John ""Chick""",J.T. Molloy,"=""0062995480""","=""9780062995483""",5.0,William Morrow,Kindle Edition,256,2020,2017,2022/04/10,2022/04/03,all-time-faves,all-time-faves (#31),read,,,,1,0
48694799,Tanking to the Top: The Philadelphia 76ers and the Most Audacious Process in the History of Professional Sports,Yaron Weitzman,"Weitzman, Yaron",,"=""1538749742""","=""9781538749746""",5.0,Grand Central Publishing,Kindle Edition,305,2020,2020,2022/05/03,2020/08/25,all-time-faves,all-time-faves (#30),read,,,,1,0
45722758,One Day: The Extraordinary Story of an Ordinary 24 Hours in America,Gene Weingarten,"Weingarten, Gene",,"=""0698135598""","=""9780698135598""",5.0,Blue Rider Press,Kindle Edition,384,2019,2019,2022/05/08,2019/10/27,all-time-faves,all-time-faves (#29),read,,,,1,0
45416596,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",5.0,Washington Square Press,Kindle Edition,400,2017,2017,2022/06/09,2022/06/05,all-time-faves,all-time-faves (#28),read,,,,1,0
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",5.0,Scribner,Paperback,288,2006,2006,2022/07/02,2019/10/26,all-time-faves,all-time-faves (#27),read,,,,1,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",5.0,Ballantine Books,Hardcover,368,2019,2019,2022/08/04,2022/06/21,all-time-faves,all-time-faves (#26),read,,,,1,0
59439117,Upgrade,Blake Crouch,"Crouch, Blake",,"=""0593157516""","=""9780593157510""",5.0,Ballantine Books,Kindle Edition,352,2022,2022,2022/08/22,2022/02/02,all-time-faves,all-time-faves (#25),read,,,,1,0
58916147,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""""","=""""",5.0,Knopf ,ebook,418,2022,2022,2022/09/01,2022/07/19,all-time-faves,all-time-faves (#24),read,,,,1,0
60437824,Carrie Soto Is Back,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""0593158695""","=""9780593158692""",5.0,Ballantine Books,Kindle Edition,371,2022,2022,2022/10/11,2022/06/22,all-time-faves,all-time-faves (#23),read,,,,1,0
59364148,Drowning,T.J. Newman,"Newman, T.J.",,"=""""","=""""",5.0,Avid Reader Press / Simon & Schuster,Kindle Edition,300,2023,2021,2023/06/05,2023/02/25,all-time-faves,all-time-faves (#22),read,,,,1,0
35510008,This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,"Kay, Adam",,"=""""","=""""",5.0,Picador,ebook,285,2017,2017,2023/07/26,2022/04/19,all-time-faves,all-time-faves (#21),read,,,,1,0
58209420,The Dumb Money: The GameStop Short Squeeze and the Ragtag Group of Amateur Traders That Brought Wall Street to Its Knees (Previously Published as The Antisocial Network),Ben Mezrich,"Mezrich, Ben",,"=""1538707586""","=""9781538707586""",5.0,Grand Central Publishing,Kindle Edition,305,2021,2021,2023/09/22,2021/08/09,all-time-faves,all-time-faves (#20),read,,,,1,0
